ID, Sentence, Aspect, Intensity
R0099:S042, 服务超级好啊。, 服务, 7.12#6.88
R0099:S046, 个人觉得泰式柠檬酱很对味。, 泰式柠檬酱, 6.75#6.0
R0099:S048, 海鲜泰式酸辣酱很不错。, 海鲜泰式酸辣酱, 5.83#5.67
R0099:S051, 现炸的虾饼酥酥脆脆，重点是可以无限续盘。, 虾饼#虾饼, 7.0#6.25 7.0#6.25
R0099:S061, 汤头喝起来超开胃。, 汤头, 6.67#6.67
R0099:S063, 椰奶鸡的香味十足。, 椰奶鸡的香味, 6.5#5.88
R0099:S070, 服务人员很贴心的会来进行桌边服务。, 服务人员, 6.38#5.88
R0099:S075, 工作人员还不时地主动过来加汤。, 工作人员, 6.0#6.67
R0099:S077, 服务超好。, 服务, 6.62#6.62
R0099:S080, 刚炸好的虾饼香气四溢。, 虾饼, 6.83#6.5
R0099:S081, 虾饼吃起来非常扎实Ｑ弹。, 虾饼, 6.88#6.75
R0099:S082, 还可以吃到整块的虾肉，超弹牙。, 虾肉, 7.0#7.12
R0099:S086, 每一种海鲜都非常新鲜。, 海鲜, 7.25#7.0
R0099:S088, 日本Ａ5和牛的油花分布超美。, 日本Ａ5和牛的油花, 7.25#7.0
R0099:S095, 伊比利猪有点太油。, 伊比利猪, 4.0#4.83
R0099:S101, 蔬菜种类蛮多的，而且都非常翠绿新鲜。, 蔬菜种类#蔬菜, 6.12#5.75 6.75#6.62
R0099:S106, 肉质也非常鲜美弹牙。, 肉质, 6.5#6.38
R0099:S108, 其中最推荐的应该就是他们的鸡油饭。, 鸡油饭, 6.83#6.5
R0099:S121, 店家的装潢非常气派有特色。, 装潢#装潢, 6.5#6.33 6.5#5.33
R0099:S122, 用餐空间也非常舒适。, 用餐空间, 6.75#6.62
R0099:S123, 整体的服务也非常棒，火锅汤头建议点双拼鸳鸯锅。, 服务#双拼鸳鸯锅, 7.0#6.75 6.5#5.5
R0099:S129, 不管大人还是小孩都会超级爱的南椰奶冻，虽然价位偏高。, 南椰奶冻#价位, 7.75#8.0 4.0#5.5
R0099:S132, 很值得再访的好店。, 店, 6.83#7.0
R0100:S012, 熏鸡咸香入味，肉质扎实。, 熏鸡#肉质, 6.0#5.62 5.75#5.25
R0100:S021, 笋干爽脆无酸呛。, 笋干#笋干, 6.0#5.38 5.75#5.12
R0100:S023, 猪排油腻感很高，吃太多会想吐。, 猪排#猪排, 3.5#5.0 2.17#7.0
R0100:S031, 鸡肉类还算有合喜好，但份量少的可怜，服务又很差。, 鸡肉#份量#服务, 5.67#5.0 3.67#6.33 3.0#6.67
R0104:S004, 没有冷气的户外座，蚊子颇多。, 户外座#户外座, 4.0#4.83 3.83#5.17
R0104:S013, 老板知道我们两人用餐，贴心地把另一半直接打包。, 老板, 6.5#6.33
R0104:S015, 刚上桌的鸡皮好脆，沾点椒盐跟鸡油真的好美味。, 鸡皮#鸡皮, 6.33#6.17 6.67#6.5
R0104:S019, 夏天的凉笋真的一绝。, 凉笋, 7.12#7.0
R0104:S023, 小卷我觉得没有那么新鲜。, 小卷, 3.75#5.12
R0105:S002, 午间套餐还蛮划算的。, 午间套餐, 6.33#6.0
R0105:S014, 他们家的辣牛肉汤也很够味。, 辣牛肉汤, 6.75#6.38
R0105:S019, 肉吃起来口感非常棒。, 口感, 7.12#6.5
R0105:S030, 然后赤虎的布丁真的很好吃。, 布丁, 6.9#6.8
R0105:S031, 布丁原价好像是120之类的，真的颇贵。, 布丁, 3.83#6.17
R0105:S036, 布丁吃起来绵密浓香。, 布丁, 6.38#5.62
R0105:S038, 布丁吃完后，觉得超级幸福。, 布丁, 7.38#7.62
R0105:S043, 是一直会回访的店。, 店, 7.17#6.83
R0106:S012, 价格肯定不会太亲切。, 价格, 4.17#5.33
R0106:S015, 泰式酸辣拌海鲜，这倒是今日最喜欢。, 泰式酸辣拌海鲜, 7.0#7.0
R0106:S022, 店员推荐说很多人都会点的花甲锅，但我觉得不怎么样。, 花甲锅, 4.5#5.0
R0106:S025, 螃蟹吃起来感觉不新鲜。, 螃蟹, 4.0#4.67
R0106:S030, 朋友的面软烂无比，酱料也不合胃口。, 面#酱料, 3.25#6.25 3.38#5.75
R0106:S039, 卤肉饭也很空虚，味道口感都有待加强。, 卤肉饭#味道#口感, 3.5#6.5 3.5#5.75 3.5#5.75
R0106:S041, 2个人吃了1330，吃完超级空虚。, NULL, 3.83#5.33
R0106:S043, 还不如在市区先吃完再来，烂店一家。, 店, 2.0#6.88
R0107:S012, 最特别的是餐厅旁设置了泡脚区。, 泡脚区, 6.33#7.0
R0107:S049, 不多久这超大盘的爆量蛤蛎意大利面上桌啦，算算大概有将近60个。, 蛤蛎意大利面#蛤蛎意大利面, 7.0#6.5 7.0#6.5
R0107:S050, 超壮观的摆盘难怪立刻引起大家的注意，真的很吸睛。, 摆盘#摆盘, 7.25#7.62 7.5#7.88
R0107:S052, 蛤蛎吃起来还蛮新鲜的。, 蛤蛎, 6.33#6.17
R0107:S053, 面条口感软硬度适中，我个人觉得算是好吃的。, 面条口感#面条, 6.17#6.33 6.5#6.0
R0108:S005, 整碗米粉内可有满满的小卷。, 小卷, 6.38#5.62
R0108:S006, 更重要的是汤和米粉可以无限续加，而其他小菜水果泡菜也很好吃。, 汤#米粉#小菜#水果#泡菜, 6.5#5.5 6.5#5.5 6.5#6.5 6.5#6.5 6.5#6.5
R0108:S010, 是一家颇有在地特色的店家。, 店家, 6.33#6.33
R0108:S013, 不过翻桌率算是快的。, 翻桌率, 6.0#5.25
R0108:S025, 上菜速度颇快。, 上菜速度, 6.5#6.0
R0108:S033, 小卷吃起来相当Q弹鲜度也够。, 小卷#鲜度, 6.25#6.12 6.12#5.25
R0108:S034, 汤头是鸡汤熬煮，味道偏咸。, 味道, 4.33#5.67
R0108:S038, 但不能否认的是米粉和小卷是好吃的。, 米粉#小卷, 6.17#6.17 6.17#6.17
R0109:S010, 当初就是因为这里有提供各式的简餐类，且价格也不算太贵。, 简餐#价格, 5.5#5.0 6.0#5.17
R0109:S026, 我点的是原味香酥大鸡腿套餐，吃起来酥脆。, 原味香酥大鸡腿套餐, 6.88#6.25
R0109:S027, 调味不会过咸。, 调味, 5.67#5.33
R0109:S029, 不过配菜跟甜点的部分就比较一般般一些了。, 配菜#甜点, 4.83#5.0 5.0#5.17
R0109:S035, 口味上算是中规中矩，至少牛肉不会过柴过硬。, 口味#牛肉, 5.0#5.0 5.67#5.17
R0109:S036, 另外煲汤里还有红萝卜菜头白菜跟洋葱等配菜，算是还蛮丰富的样子。, 煲汤, 6.17#5.33
R0109:S039, 缺点应该都是配菜的口味比较一般般一些。, 配菜的口味, 5.0#5.0
R0109:S053, 香蕉清冰吃起来非常绵密。, 香蕉清冰, 6.5#6.83
R0109:S055, 小雪人圣代外表真的超可爱的。, 小雪人圣代外表, 6.33#6.83
R0110:S001, 这里停车比较不方便。, 停车, 4.5#4.83
R0110:S003, 店内用餐环境还蛮脏乱的，桌上一堆蚂蚁。, 用餐环境, 3.5#5.83
R0110:S014, 猪肉片口感软嫩香甜，椰浆叻沙锅的汤头真是不错。, 猪肉片口感#猪肉片口感#汤头, 6.33#5.33 6.33#5.33 6.17#5.33
R0110:S018, 喜欢吃小火锅的朋友快来试试吧。, NULL, 6.0#6.0
R0111:S006, 喝起来是很舒服的豚骨汤。, 豚骨汤, 6.12#6.0
R0111:S007, 温暖温醇的豚骨汤，没什么猪臊味。, 豚骨汤#豚骨汤, 6.38#5.75 6.12#5.62
R0111:S011, 海苔是用天妇罗方式，口感味道都赞。, 口感#味道, 6.75#6.38 6.75#6.38
R0112:S007, 服务生还很贴心的提醒客人袋子不要封起来。, 服务生, 6.5#6.67
R0112:S009, 里面菱角脆甜，口感好。, 菱角#口感, 6.0#5.5 5.5#4.5
R0465:S001, 有一点挤。, NULL, 4.5#5.25
R0465:S006, 菜色都蛮有特色。, 菜色, 6.3#6.0
R0465:S023, 地锅鸡汤很好喝。, 地锅鸡汤, 6.5#6.33
R0465:S026, 那个面皮很Q很好吃。, 面皮#面皮, 6.5#6.3 6.7#6.5
R0465:S029, 尤其那个酱拌饭超好吃!, 酱拌饭, 7.25#7.12
R0466:S005, 烤鸭的部分师傅会带桌边现切做成卷饼，卷饼份量不小有整整十卷。, 卷饼份量, 5.75#5.5
R0466:S007, 卷饼饼皮相当Q弹。, 卷饼饼皮, 6.67#6.5
R0466:S009, 与一般的甜面酱不同吃起来相当爽口。, 甜面酱, 6.75#6.5
R0466:S011, 皮脆肉嫩，腿肉咬下之后满满的肉汁非常不错。, 皮#肉#肉汁#腿肉, 5.75#5.25 5.75#5.25 6.0#5.5 7.0#6.25
R0466:S013, 不过鸭松份量实在偏大生菜吃完了鸭松还剩下一半左右。, 鸭松份量, 5.12#5.88
R0466:S018, 整体与一般金丝炸虾球不同，口感更加硬脆。, 口感, 6.0#5.62
R0466:S020, 让整体吃起来不会太过油腻。, 整体, 6.0#5.5
R0466:S024, 烧卖与凤爪的部分无太多惊艳。, 烧卖#凤爪, 4.75#5.25 4.75#5.25
R0466:S028, 芝麻球一样是中规中矩。, 芝麻球, 5.0#4.67
R0466:S029, 杨枝甘露虽然偏小但是口味非常不错很值得点来吃。, 杨枝甘露#杨枝甘露#杨枝甘露, 5.0#5.25 7.0#6.5 7.0#6.5
R0466:S030, 结论水准之上值得一吃。, NULL#NULL, 6.0#5.5 6.38#5.75
R0466:S032, 餐点有特色，CP值尚可份量足够。, 餐点#CP值#份量, 6.75#5.5 5.25#5.0 6.0#5.0
R0466:S033, 有停车场停车方便。, 停车, 6.5#5.33
R0467:S005, 菜单品项并不多大约有10项。, 菜单品项, 4.5#4.75
R0467:S011, 米糕与卤肉饭较为一般。, 米糕#卤肉饭, 5.0#5.0 5.0#5.0
R0467:S012, 除了卤肉亦有搭配毛豆，不过卤汁的量有点太多。, 卤汁, 4.67#5.33
R0467:S014, 啤酒鸭的部分鸭肉软嫩汤头温润。, 鸭肉#汤头, 5.83#5.17 5.83#5.17
R0467:S015, 鸭肉的量也蛮多的是我今天最喜欢的一道菜，咸食得部分鸭血跟豆腐都有入味还算不错。, 鸭肉#鸭肉#鸭血#豆腐#鸭血#豆腐, 6.0#5.75 6.75#7.0 6.0#5.75 6.0#5.75 6.5#5.75 6.5#5.75
R0467:S016, 咸猪肉的部分让人想一口接一口非常不错。, 咸猪肉, 6.9#7.0
R0467:S017, 面点的部分葱油饼表皮酥脆不过面体炸过头的感觉。, 葱油饼表皮#面体, 6.0#5.75 4.0#5.25
R0467:S018, 面体要花非常多的力气去咀嚼。, 面体, 3.62#6.12
R0467:S020, 咖喱的部分整理来说口味十分浓郁，可惜我个人没那么喜欢菇的口感。, 咖喱#菇的口感, 6.83#5.67 3.83#5.17
R0467:S022, 萝卜糕的部分在水准之上。, 萝卜糕, 6.33#6.33
R0467:S023, 萝卜糕外层焦香酥脆，口感非常不错。, 萝卜糕外层#口感, 5.83#5.5 7.17#7.17
R0467:S024, 蛮推荐可以点的一道萝卜糕。, 萝卜糕, 6.75#6.5
R0467:S025, 甜食部分是婚宴必备的炸汤圆，基本味道就那样不错。, 味道, 5.83#5.33
R0467:S026, 但炸汤圆上菜的时候有点凉了蛮可惜的。, 炸汤圆#炸汤圆, 4.0#5.0 4.67#6.17
R0467:S029, 表皮非常脆一口咬下口感非常好。, 表皮#表皮, 7.0#6.33 7.0#6.33
R0467:S032, 结论口味一般路过可，环境座位偏小、文青装潢。, 口味#座位#装潢, 5.5#5.0 4.17#4.67 6.0#5.17
R0468:S004, 招牌显眼很好找。, 招牌#招牌, 5.67#5.33 6.17#6.33
R0468:S006, 用手机扫QR CODE点餐很方便!, 点餐, 5.88#6.12
R0468:S008, 环境很干净。, 环境, 6.2#5.8
R0468:S009, 连酱料区都一尘不染很加分!自助吧有常见的汽水机咖啡机茶包及霜淇淋机。, 酱料区, 6.83#6.67
R0468:S011, 两款锅底都算是中规中矩的口味。, 锅底, 4.8#4.8
R0468:S012, 剥皮辣椒不会很辣雪花牛算厚，不会煮一下就碎掉。, 剥皮辣椒#雪花牛, 5.83#5.0 5.67#5.33
R0468:S015, 特别喜欢他们的蛤蛎~真的很大颗而且好新鲜!虾子也算蛮新鲜Q弹~。, 蛤蛎#蛤蛎#虾子, 6.83#6.5 6.83#6.5 7.17#7.0
R0469:S005, 店里就是家庭式经营的饼店，很温馨很有味道。, 饼店#饼店, 6.0#6.0 6.12#6.12
R0469:S013, 地瓜饼意外地耐吃。, 地瓜饼, 6.62#6.88
R0469:S014, 地瓜饼甜度很低，偏向自然地瓜甜味。, 地瓜饼甜度#地瓜饼, 5.17#5.0 5.83#5.17
R0469:S016, 饼皮吃起来也不油。, 饼皮, 5.88#5.25
R0469:S017, 吃起来健康却美味的点心。, 点心#点心, 5.75#5.5 5.88#5.5
R0469:S021, 肉饼相对来说就是较油跟甜了。, 肉饼#肉饼, 4.62#5.38 5.0#5.12
R0469:S023, 口感变得更脆。, 口感, 6.5#6.0
R0469:S029, 蒜头酥我也有拿去气炸，推荐这款热的真的很好吃。, 蒜头酥, 6.33#6.5
R0469:S031, 气炸后外皮很酥。, 外皮, 6.33#6.5
R0469:S035, 蒜头酥算是蛮特别的，隔段时间就会想念的味道。, 蒜头酥, 5.88#5.88
R0470:S002, 内湖的龙都相对来说好订位很多，尤其晚上通常都会有位置。, 龙都, 5.62#5.12
R0470:S013, 大家都喜欢鸭粥，吃不下打包再加热也都还是很好吃。, 鸭粥, 6.83#6.5
R0470:S015, 烤鸭还是很美味。, 烤鸭, 7.0#6.75
R0470:S016, 鸭皮微脆又香。, 鸭皮#鸭皮, 6.62#6.0 6.5#5.75
R0470:S017, 还是很有水准的。, NULL, 6.62#6.25
R0470:S028, 虾松份量不小，建议人多点再点这道。, 虾松份量, 5.38#5.12
R0470:S032, 很够味的苋菜。, 苋菜, 6.83#6.67
R0470:S038, 炸水饺意外好吃。, 炸水饺, 6.33#7.17
R0471:S002, 而这间自由街无名早餐店虽然品项简单，但每道菜都是传统好滋味。, 品项, 6.5#5.88
R0471:S017, 也让人有种入境随俗体验古早味氛围的既视感。, 氛围, 5.62#6.0
R0471:S036, 而油条也仍旧是酥脆口感，不会像外面有些中式早餐会放到软趴趴的那种。, 油条, 6.5#6.12
R0471:S038, 自由街无名早餐店的蛋饼也是属于皮比较厚实有弹性的粉浆蛋饼。, 粉浆蛋饼#粉浆蛋饼, 6.12#5.5 6.12#5.75
R0472:S028, 有些像是菜单上的5贯组合要300左右其实是不便宜。, 5贯组合, 4.0#5.12
R0472:S037, 价格是最贵的188金盘鱼肉，是几乎看不到醋饭的超豪迈尺寸。, 金盘鱼肉#金盘鱼肉, 4.83#5.83 7.17#7.0
R0472:S044, 鱼皮烤得微脆。, 鱼皮, 6.25#5.5
R0472:S045, 加上脆弹的鱼肉口感很好。, 鱼肉#口感, 6.88#6.5 6.75#6.5
R0472:S049, 合点寿司就很不错风味浓郁又滑嫩。, 合点寿司#风味#风味, 6.25#6.5 6.25#5.0 6.25#5.0
R0472:S051, 青甘天妇罗花卷也蛮让人惊艳。, 青甘天妇罗花卷, 6.62#6.25
R0472:S056, 安康鱼肝军舰口感还蛮粉嫩。, 安康鱼肝军舰口感, 6.17#5.67
R0472:S057, 接下来也是让人惊艳的甜虾押寿司，一开始是吃到甜虾淡甜糯的滋味。, 甜虾押寿司#甜虾, 7.0#6.5 6.5#5.5
R0472:S062, 葱花鲔鱼泥卷表现中规中矩。, 葱花鲔鱼泥卷, 5.0#4.83
R0472:S072, 整体来说这次的用餐体验蛮好的。, 用餐体验, 6.17#6.0
R0472:S073, 又有表演可看，餐点品质也不错。, 餐点品质, 5.88#5.38
R0475:S004, 店面很干净。, 店面, 6.38#6.38
R0475:S005, 菜单也简单清楚。, 菜单, 6.0#5.17
R0475:S019, 冬瓜柠檬清冰这个喝起来酸甜带劲。, 冬瓜柠檬清冰, 6.33#6.0
R0475:S025, 小米甜甜圈是一种软Ｑ有弹性的口感。, 小米甜甜圈#小米甜甜圈, 6.12#5.62 6.12#5.62
R0475:S028, 整体吃起来不腻。, 整体, 6.5#5.33
R0477:S004, 大大的排骨很有古早味，味道和口感都很好。, 排骨#排骨#味道#口感, 6.5#5.0 6.5#6.5 6.5#6.5 6.5#6.5
R0477:S010, 另外它们的炸鸡腿也好吃。, 炸鸡腿, 5.75#5.38
R0478:S001, 可以无限取用泰国米粒粒分明我蛮喜欢的。, 泰国米#泰国米, 6.83#6.33 7.0#6.5
R0478:S005, 炸鸡也炸的很多汁不腻口。, 炸鸡#炸鸡, 6.75#6.25 6.75#5.75
R0478:S006, 打抛猪我觉得比较不特别，相较之下我喜欢瓦城的口味。, 打抛猪#瓦城的口味, 4.5#5.0 5.67#5.17
R0478:S007, 黄咖喱软壳蟹同事指定要点的，这道上面的滑蛋很软嫩，光吃蛋就很下饭了口味是偏甜的。, 滑蛋#口味, 6.75#6.5 5.5#5.5
R0478:S009, 金沙花枝用点数兑换的，金沙花枝我觉得很有诚意耶，点数兑换这样一道菜花枝很Ｑ弹。, 金沙花枝#花枝, 6.62#6.25 6.62#6.12
R0478:S010, 冬荫功汤虽然不大碗但是料还蛮丰盛的。, 冬荫功汤#冬荫功汤, 5.0#5.17 6.67#6.33
R0478:S012, 不知道ＮＡＲＡ是怎么处理的搭配他们特制的酱汁，很清爽很赞。, 酱汁#酱汁, 6.5#6.5 6.5#6.5
R0481:S006, WD我的早餐装潢算有一点文青感。, 装潢, 5.83#5.83
R0481:S010, 座位不算宽敞。, 座位, 4.25#5.0
R0481:S018, 猪排给予的评价不错。, 猪排, 6.0#5.75
R0481:S019, 面包皮松软耐嚼。, 面包皮, 6.5#6.5
R0481:S022, 起司蛋饼份量觉得偏少一点XD。, 起司蛋饼份量, 4.3#4.5
R0481:S023, 不过饼皮还算酥。, 饼皮, 5.75#5.62
R0481:S037, 不过汉堡蛋饼萝卜糕都觉得还不错。, 汉堡#蛋饼#萝卜糕, 5.67#5.0 5.67#5.0 5.67#5.0
R0482:S019, 用餐空间非常舒服。, 用餐空间, 6.75#6.62
R0482:S030, 锅物的种类还不少。, 锅物的种类, 6.38#6.25
R0482:S033, 汤底清甜好喝。, 汤底#汤底, 7.0#6.75 6.88#6.38
R0482:S034, 蔬菜盘的种类也不少。, 蔬菜盘的种类, 6.5#6.0
R0482:S035, Choice翼板牛的表现也不差。, Choice翼板牛, 6.12#5.25
R0482:S042, 鸡肉肉质软嫩好吃。, 鸡肉肉质#鸡肉肉质, 5.88#5.12 5.75#5.12
R0484:S003, 一大早先嗑一根刚出炉还酥热的牛舌饼。, 牛舌饼, 6.0#5.5
R0487:S008, 小菜选择也有很多。, 小菜选择, 6.5#5.9
R0487:S018, 他们家的小菜大多都是100元相对好像贵了些，不过份量倒是很多。, 小菜#份量, 4.5#5.0 6.0#6.0
R0487:S022, 大肠卤得很够味，才90块就超大一碗。, 大肠#大肠, 6.5#6.33 6.5#6.67
R0487:S042, 他们家卤肉饭也很好吃耶。, 卤肉饭, 6.83#6.33
R0487:S044, 鲁肉不油腻。, 鲁肉, 5.83#5.33
R0487:S050, 生肠太硬，咬不太动。, 生肠#生肠, 4.0#4.83 3.83#5.0
R0487:S052, 猪肝是粉嫩的类型，份量好多，味道不错。, 猪肝#份量#味道, 6.25#5.38 6.12#5.38 6.12#5.12
R0488:S005, 店家小哥手速很快。, 店家小哥手速, 6.0#5.5
R0488:S025, 那天的饭也很完美。, 饭, 6.5#6.25
R0488:S031, 狮子头很扎实。, 狮子头, 6.3#6.0
R0488:S033, 鸡腿炸得有点干了，不过以这个价位来说倒是很划算。, 鸡腿炸#价位, 4.5#5.0 6.0#6.0
R0488:S038, 控肉这天蛮雷的，肉眼可见的干柴，根本咬不下去。, 控肉#控肉#控肉, 3.17#5.67 3.33#5.67 3.33#6.17
R0488:S056, 猪脚倒是卤的透烂，很够味。, 猪脚#猪脚, 6.5#6.0 6.5#6.17
R0488:S059, 笋子里全是姜丝，吃起来带苦又辣。, 姜丝#姜丝, 4.0#6.0 4.67#5.5
R0488:S061, 中间粉丝超级咸，咸到难以下咽。, 粉丝#粉丝, 2.5#6.0 2.5#7.0
R0489:S032, 生菜沙拉区样式丰富，且品质新鲜。, 生菜沙拉区样式#品质, 6.25#5.5 6.25#5.62
R0546:S021, 这里的香鸡排吃起来不干不柴，刚炸好马上咬一口满多汁的真的超赞, 香鸡排#香鸡排#香鸡排, 5.75#5.12 6.12#5.38 6.88#7.12
R0548:S006, 沙拉普通一般。, 沙拉沙拉, 5.0#5.0
R0551:S033, 苦茶油鸡说实在的这天吃到的有点失望，鸡肉炸得不酥味道也不够。, 苦茶油鸡#鸡肉#味道, 3.83#5.17 3.5#4.67 3.67#4.67
R0551:S040, 这应该是我第一次吃鹿肉，没想到好吃耶。, 鹿肉, 6.75#7.12
R0551:S046, 高丽菜当天吃到的少了点脆度。, 高丽菜, 4.38#5.62
R0551:S048, 轿篙笋这道菜跟鹿肉并列当天最爱。, 轿篙笋#鹿肉, 7.88#7.62 7.88#7.62
R0551:S051, 不得不说口感相当的嫩。, 口感, 6.88#6.62
R0553:S020, 店里营造出一种温馨舒适与文青感。, 店#店#店, 5.67#5.0 5.67#5.0 5.67#5.0
R0553:S064, 汉堡宝哈姆牛肉添加了竹炭的黑黝黝汉堡面包相当吸睛。, 汉堡面包, 6.5#6.25
R0553:S066, 因为配料多层又多量。, 配料#配料, 6.6#6.0 6.6#6.0
R0553:S071, 面包体松软中带点扎实，牛肉汉堡排肉香浓郁。, 面包体#面包体#牛肉汉堡排肉香, 6.5#5.88 6.5#5.88 6.5#5.88
R0553:S073, 鲜嫩带汁酸甜的蕃茄片、鲜脆的生菜与辛而不呛的生洋葱增添了丰富的口感。, 蕃茄片#蕃茄片#生菜#生洋葱, 7.0#6.5 6.5#6.5 7.0#6.5 6.5#6.5
R0553:S074, 整体颇具份量，吃完后饱足感十足。, 整体#整体, 6.17#6.17 6.67#6.33
R0553:S077, 咖喱酱给得非常足量，浓而不稠咸度适中。, 咖喱酱#咖喱酱#咖喱酱, 7.0#6.75 7.0#6.25 6.5#6.25
R0553:S091, 虾子共有八只，份量大小都令人满意。, 份量, 6.5#6.5
R0553:S099, 咖啡拿铁的口感相当醇厚，微苦不涩香气浓郁。, 咖啡拿铁的口感#咖啡拿铁#咖啡拿铁#咖啡拿铁, 6.5#6.5 5.0#5.5 6.5#6.5 6.5#6.5
R0553:S102, 红茶鲜奶的茶香明显，口感滑顺不会过于甜腻。, 红茶鲜奶的茶香#口感#口感, 6.17#6.33 6.5#6.17 6.17#6.0
R0560:S017, 肉串很香。, 肉串, 6.25#6.25
R0560:S018, 肉的口感偏瘦，没有期待中的美味。, 肉的口感#肉, 4.0#5.17 3.83#5.67
R0560:S020, 但因为肉比较不油，倒是觉得不会腻口。, 肉#肉, 6.25#5.62 6.25#5.75
R0560:S022, 香肠口味带点甜，很小一根不会太肥还蛮好吃的。, 香肠#香肠#香肠, 4.33#5.17 5.83#5.5 6.0#5.67
R0561:S022, 沙拉蛮普通的。, 沙拉, 4.8#4.8
R0561:S024, 蔬菜吃起来倒是很新鲜。, 蔬菜, 7.0#6.0
R0561:S031, 烤鳟鱼也新鲜。, 烤鳟鱼, 6.0#5.25
R0561:S036, 炖猪肉配玉米糊，这道很特别。, 炖猪肉配玉米糊, 6.83#6.5
R0561:S040, 餐厅很漂亮。, 餐厅, 6.12#6.0
R0561:S044, 这间餐厅不管是空间、服务跟餐点都很不错。, 空间#服务#餐点, 5.88#5.38 5.88#5.38 5.88#5.38
R0562:S017, 装潢虽然看似简单，但衬着暖色调灯光也是相当舒适。, 装潢, 6.38#6.0
R0563:S018, 虽然面体是硬的有嚼劲我喜欢。, 面体#面体#面体, 5.25#5.25 6.0#5.5 5.5#5.5
R0566:S008, 环境也干净。, 环境, 6.12#5.12
R0566:S012, 我爱的点主要是肉好吃扎实。, 肉#肉, 6.5#6.17 6.67#5.83
R0566:S018, 汤头因为有油葱酥芹菜丁，很香不错喝。, 汤头#汤头, 6.33#6.5 6.33#6.17
R0567:S003, 水饺很大颗用料也扎实。, 水饺#水饺, 6.38#6.12 6.5#6.25
R0567:S013, 芹菜透抽热烫上桌，透抽鲜甜芹菜也嫩。, 透抽#芹菜, 6.33#6.17 6.33#6.0
R0570:S010, 餐厅空间算宽敞，桌与桌不会贴得很近。, 空间, 6.5#5.5
R0572:S033, 座位区小小的不大，但很温馨, 座位区#座位区, 5.17#5.0 5.83#6.0
R0573:S002, 麻辣汤底的香味非常独特。, 麻辣汤底的香味, 6.75#6.75
R0573:S016, 但饮料的话我其实就不太推，觉得没有必要升级。, 饮料#饮料, 3.75#5.0 4.0#5.0
R0574:S009, 就可以看到这古色古香的装潢。, 装潢, 6.0#6.0
R0574:S013, 用餐环境很宽敞。, 环境, 6.25#5.75
R0574:S029, 出餐速度也是飞快，大约结帐后1分钟左右餐点就上桌了, 速度, 6.83#6.83
R0574:S036, 汤头略油了些。, 汤头, 4.38#4.88
R0574:S040, 细面煮的很有弹性。, 细面, 6.38#6.5
R0574:S041, 细面的面体有入味。, 面体, 6.38#6.0
R0574:S045, 卤味用的不知道是什么中药卤包很道地。, 卤味, 6.33#6.67
R0574:S046, 卤味的量其实给的算多，是会好吃的一口接一口。, 卤味的量#卤味, 6.5#6.17 7.33#6.67
R0574:S049, 他们的招牌卤味必点。, 招牌卤味, 6.0#6.12
R0574:S051, 不管是面或是卤味，给的份量都很多。, 份量, 6.88#6.38
R0574:S053, 餐点偏重口味。, 餐点, 4.17#5.33
R0574:S057, 但餐点的份量都是很多且好吃的。, 餐点的份量#餐点, 6.33#6.5 6.33#6.17
R0574:S058, 算是中规中矩的价格。, 价格, 5.6#5.0
R0575:S018, 绿豆汤炖煮透烂都已经出沙，甜度刚好非常爽口。, 绿豆汤#甜度#绿豆汤, 6.75#6.5 6.25#6.0 6.75#6.5
R0576:S016, 烤布蕾味道则是非常浓香。, 烤布蕾味道, 6.9#6.5
R0576:S017, 焦糖味道蛮好吃。, 焦糖味道, 6.67#6.33
R0578:S003, 咬下去瞬间被草莓给惊艳到。, 草莓, 7.0#7.0
R0578:S004, 这草莓选得真好啊~非常多汁新鲜感十足！红豆馅也蛮不错吃。, 草莓#红豆馅, 7.0#6.75 6.5#6.25
R0578:S006, 只是麻糬皮吃得出有点干，有些可惜。, 麻糬皮#麻糬皮, 4.25#4.5 4.5#5.75
R0578:S018, 现场的和菓子口味选择非常多。, 和菓子口味, 6.33#6.83
R0578:S019, 切开来的草莓大福真的很美！, 草莓大福, 7.25#7.5
R0578:S020, 直接品尝草莓多汁的口感！, 草莓, 6.38#5.75
R0582:S040, 鸡心青椒都是30元产品，这份量蛮可以的不会太贵。, 份量#鸡心#青椒, 6.5#6.0 6.5#6.0 6.5#6.0
R0582:S043, 但鸡心偏干，非我所好。, 鸡心#鸡心, 4.25#5.12 4.0#5.5
R0582:S045, 青椒够厚。, 青椒, 6.33#5.17
R0582:S046, 火侯掌控的不错，有熟会带出青椒的清甜、无生涩味。, 青椒#青椒, 6.0#5.17 5.83#5.0
R0582:S051, 椒梅地瓜粉稍厚，虽有地瓜绵密但外层略硬，不爱。, 椒梅地瓜#粉#外层#地瓜, 3.33#4.67 3.67#4.67 3.5#4.67 6.0#5.17
R0584:S016, 芋头已经炖煮超级绵密。, 芋头, 6.75#6.5
R0584:S017, 桂花的香气也很浓。, 桂花的香气, 6.25#5.88
R0584:S020, 炒萝卜糕超级够味。, 炒萝卜糕, 6.75#7.12
R0584:S028, 生肠吃起来带点脆口又带点嚼劲，非常讨喜。, 生肠#生肠#生肠, 6.12#5.5 6.12#5.5 6.75#6.62
R0584:S031, 小卷非常新鲜。, 小卷, 6.62#6.38
