ID, Sentence, Aspect, Intensity
R2149:S009, 炸香菇酥脆好吃，酸菜大腸尚可，湯很好喝。, 炸香菇#酸菜大腸#湯, 6.83#6.33 5.0#5.17 6.5#6.33
R2150:S013, 店家用豐富的配料口味非常香。, 配料#口味, 6.0#5.5 6.5#6.5
R2150:S014, 粄條跟一般的不同非常Q彈，一份份量蠻足的。, 粄條#份量, 6.33#6.0 5.83#5.5
R2151:S004, 白斬雞肉質鮮甜有口感不會軟爛，搭配桔醬很棒必點。, 白斬雞肉質#白斬雞肉質#白斬雞肉質#桔醬, 6.0#5.5 6.0#5.62 5.75#5.5 6.5#6.62
R2151:S006, 糖醋溪魚也是非常推薦的一道菜，其餘菜色都尚可。, 糖醋溪魚#其餘菜色, 7.0#7.17 5.17#5.0
R2151:S008, 蠻可惜的是許多菜的香氣都沒有炒出來，有些甚至連味道都蠻淡的。, 菜的香氣#菜的香氣#味道, 4.67#5.83 4.67#4.5 4.67#5.17
R2152:S000, 有時候菜品品質不太穩定，但穩定的時候真的是好吃。, 菜品品質, 3.5#4.88
R2152:S005, 炒青菜類真的很香，青菜也蠻嫩的，我們家每次都會點兩點到三種。, 炒青菜類#青菜, 6.67#6.17 6.17#5.83
R2152:S007, 薑絲炒大腸這一定是必點的一道，酸的很到位非常下飯。, 薑絲炒大腸#薑絲炒大腸, 7.0#6.83 6.83#6.17
R2152:S010, 油雞每一種都很好吃，油油嫩嫩的尤其是皮的地方特別好吃。, 油雞#油雞#皮, 7.0#6.5 6.25#5.75 7.0#6.5
R2153:S000, 廚師換人啦菜非常的鹹，金針筍真的太粗啦。, 菜#金針筍, 3.88#5.75 4.12#5.5
R2153:S006, 山蘇也是太老了，這樣的價錢應該給比較好的品質。, 山蘇, 4.0#5.62
R2154:S003, 菜蔔蛋腥味很重，蘿蔔乾沒先炒過直接與蛋伴在一起。, 菜蔔蛋腥味, 3.25#6.0
R2155:S007, 山豬肉有點偏柴，可能是我這批剛好這樣。, 山豬肉, 4.25#5.0
R2155:S008, 筊白筍多汁軟嫩但是不太甜。, 筊白筍#筊白筍, 6.33#6.0 4.67#5.17
R2155:S012, 最後的招待甜品山粉圓不錯。, 山粉圓, 5.75#5.5
R2156:S000, 炒板條Q彈好吃，沒放蝦米香氣略淡。, 炒板條#香氣, 6.33#6.5 4.83#5.5
R2156:S002, 鹹蛋苦瓜不苦口感略硬，蛋黃放太少導致香氣不夠。, 鹹蛋苦瓜#口感#蛋黃#香氣, 5.5#5.17 4.67#5.33 4.0#5.67 4.17#5.17
R2156:S005, 白斬雞小$250好吃，推薦。, 白斬雞#白斬雞, 6.33#5.5 6.33#5.83
R2156:S006, 香菇雞湯$280:香菇蠻多朵，雞肉好吃但是湯偏清淡。, 香菇#雞肉#湯, 6.0#6.0 6.0#5.0 4.5#5.0
R2157:S002, 所有菜都淡而無味，不像客家菜。, 菜, 4.38#5.25
R2157:S006, 提供菜色令人失望，而且不能刷卡只能付現。, 菜色, 4.0#5.62
R2158:S011, 薑絲大腸夠酸但不夠香，肥腸有點老不嫩Q。, 薑絲大腸#薑絲大腸#肥腸#肥腸, 5.75#5.25 3.75#5.75 4.0#5.75 4.0#5.75
R2158:S016, 炒山芹菜好吃，雞也不錯。, 炒山芹菜#雞, 6.0#5.25 6.0#5.25
R2161:S008, 油雞好柴完全咬不動，應該是主廚換人了。, 油雞#油雞, 4.5#5.38 4.0#5.5
R2162:S015, 鹽酥溪蝦份量讓人失望偏少偏吃氣氛的。, 鹽酥溪蝦份量, 4.0#5.75
R2163:S018, 菜脯雞湯應該是我覺得最好吃的菜了，雞湯味道不錯菜脯不會搶了雞湯味道。, 菜脯雞湯#雞湯味道, 6.75#6.25 5.5#5.0
R2164:S002, 個人推薦涼拌的雞肉跟海蜇皮。, 涼拌的雞肉#海蜇皮, 6.0#5.62 6.0#5.62
R2164:S003, 雞肉鹹香鹹香，脆脆的海蜇皮配上醬料很清爽。。, 雞肉#海蜇皮, 5.88#5.5 5.88#5.38
R2164:S005, 糖醋魚魚很大隻，外皮炸的酥脆肉質厚實軟嫩。, 魚#外皮#肉質, 6.25#5.75 6.25#5.75 6.5#6.0
R2164:S009, 梅干扣肉滷的軟嫩，梅干菜也不會過於死鹹搭配起來剛剛好。, 梅干扣肉#梅干菜, 6.0#5.5 5.5#4.83
R2164:S012, 高麗菜乾排骨湯喝起來很清爽，高麗菜煮過後變軟但仍不失其脆度。, 高麗菜乾排骨湯#高麗菜, 6.25#5.75 6.0#5.5
R2166:S004, 點了梅乾扣肉十分下飯還有涼拌筊白筍，筊白筍都很甜嫩。, 梅乾扣肉#筊白筍, 6.67#6.33 6.67#6.0
R2168:S014, 最不推薦月亮蝦餅，皮好硬內餡蝦少，漿不夠彈牙。, 月亮蝦餅#皮#內餡#漿, 3.5#5.83 4.17#5.0 4.5#4.67 4.67#4.83
R2168:S019, 檸檬魚好吃，魚大隻夠新鮮。, 檸檬魚#魚#魚, 6.0#5.33 5.5#5.17 5.83#5.67
R2168:S022, 白飯很香，可惜溫度偏涼冷。, 白飯#溫度, 6.83#6.67 4.83#5.5
R2168:S024, 京都排骨好吃，醬調的很讚不過甜。, 京都排骨#醬#醬, 6.0#5.5 6.5#6.75 6.0#5.5
R2169:S004, 沾醬也很讚，根本大愛。, 沾醬#沾醬, 6.5#6.33 7.17#7.0
R2169:S008, 他的鮮奶茶超好喝，整個愛上。, 鮮奶茶#鮮奶茶, 7.17#6.83 7.5#6.67
R2169:S010, 通常有的飲料都是超級無敵普通，可能喝一兩口就差不多了。, 飲料, 5.0#5.33
R2170:S000, 菜色高麗菜跟松阪豬以價位來說份量偏小，松阪豬肉偏肥但很Q，鱸魚很大條飯好吃。, 份量#松阪豬肉#松阪豬肉#鱸魚#飯, 4.5#5.5 4.5#5.5 7.0#6.5 7.0#6.5 6.0#5.0
R2170:S001, 蟲草鮑魚排骨湯的鮑魚是一薄片但整體口味不錯，食材都蠻新鮮的。, 口味#食材, 6.0#5.5 6.17#5.83
R2171:S003, 高麗菜真的有夠爽口，清脆而不油膩。, 高麗菜#高麗菜#高麗菜, 6.5#6.0 5.88#5.5 5.62#5.12
R2171:S005, 蒜炒豬肉片的蒜實在是有夠好吃，平常我是不吃蒜的但肉片搭著蒜根本絕配。, 蒜炒豬肉片的蒜, 7.5#7.0
R2171:S011, 石斑魚只有半隻又很小而且調味中規中矩。, 石斑魚#調味, 4.17#5.83 5.0#5.0
R2171:S012, 菜脯蛋我以為會很鹹很難吃，結果出乎意料之外。, 菜脯蛋, 6.38#6.12
R2171:S016, 飲品泰式奶茶大推。, 泰式奶茶, 7.0#7.38
R2172:S007, 菜脯蛋份量十足，炒高麗菜清甜可口。, 菜脯蛋份量#高麗菜, 6.0#5.5 6.33#6.0
R2172:S011, 蔥爆豬肉蔥下的很多，整道菜偏甜且豬肉肉質軟嫩。, 蔥#豬肉肉質, 6.5#5.83 6.33#6.0
R2172:S014, 沙茶魷魚魷魚軟嫩好吃。, 魷魚#魷魚, 6.25#5.75 6.75#6.0
R2172:S021, 店家的餐點定價略高，但菜品用料實在沒什麼好棄嫌的。, 餐點定價#菜品, 4.5#5.0 6.0#6.0
R2173:S009, 蒜泥白肉好吃，塔香蛤蜊也很下飯，讚!, 蒜泥白肉#塔香蛤蜊, 6.5#6.0 6.5#6.5
R2173:S010, 高麗菜地瓜球也很好吃。, 高麗菜#地瓜球, 6.75#6.5 6.75#6.5
R2176:S012, 覺得食材準備的蠻用心的有對我們的胃。, 食材, 6.33#6.0
R2176:S015, 很喜歡他們的中卷，不過可能會請餐廳剪小一些小朋友要吃太大不好咬。, 中卷, 6.5#6.38
R2176:S018, 鱸魚也很好吃，怎麼會有人失望呢?附上的配菜也很用心。, 鱸魚#配菜, 7.0#6.25 6.75#6.25
R2177:S017, 火鍋的湯底用大量蔬菜，有蔬菜甜味。, 蔬菜#湯底, 6.33#5.83 6.33#6.0
R2177:S019, 米飯是讓我驚艷，米粒口感分明。, 米飯#米粒, 6.5#6.25 6.0#5.62
R2178:S000, 莫爾白醬鮮蝦燉飯，蝦子蠻多的食材也新鮮。, 蝦子#食材, 6.17#5.83 6.0#5.5
R2179:S000, 炒水蓮加蒜頭一起炒超好吃。, 炒水蓮, 7.17#6.67
R2179:S001, 宮保蝦仁烤鯖魚肉質超嫩超新鮮，炒鹹豬肉超下飯。, 宮保蝦仁烤鯖魚肉質#宮保蝦仁烤鯖魚肉質#炒鹹豬肉, 6.17#5.83 6.17#5.83 6.17#5.83
R2182:S003, 蒜蓉中卷的中卷沒有鮮甜味，油膩死鹹的一道菜。, 中卷#中卷#中卷, 4.67#4.83 4.33#5.17 4.33#4.83
R2182:S005, 蒸蛋是我吃過最鹹的蒸蛋。, 蒸蛋, 3.88#5.25
R2184:S001, 起司豬排肉不柴麵衣酥脆並緊附肉排，起司有牽絲味道不錯。, 起司豬排肉#麵衣#味道, 5.67#5.0 6.0#5.5 5.83#5.5
R2184:S005, 中卷味道新鮮肉質軟嫩，蒜片增添香氣。, 中卷味道#肉質, 5.67#5.33 5.83#5.5
R2184:S007, 墨西哥牛肉醬燉飯口感不錯，而且份量十足。, 墨西哥牛肉醬燉飯口感#份量, 5.75#5.38 6.38#6.12
R2184:S011, 栗子南瓜濃湯香濃，生菜沙拉清爽好吃。, 栗子南瓜濃湯#生菜沙拉#生菜沙拉質, 6.25#5.75 6.25#5.75 6.75#6.0
R2184:S013, 甜點是巧克力蛋糕有點乾燥口感不好，味道普通。, 巧克力蛋糕#口感#味道, 4.5#5.17 4.33#5.0 5.0#5.17
R2184:S016, 法式牛奶鍋，湯頭非常香濃好喝。, 湯頭#湯頭, 6.75#6.25 6.25#5.25
R2184:S020, 整體來說餐點味道很好，義式餐點CP值高。, 餐點味道#義式餐點CP值, 6.5#5.75 6.5#5.75
R2185:S005, 餐點口味也還算不錯，很適合朋友或家庭聚餐。, 餐點口味, 6.25#5.88
R2186:S004, 等了半小時才上桌的薯條超級油膩，顏色深到像先炸過再回鍋。, 薯條, 3.0#5.7
R2186:S013, 餐點冰沙非常大杯。, 冰沙, 6.25#6.12
R2188:S005, 鱸魚鱗片沒處理好。, 鱸魚鱗片, 3.88#4.5
R2188:S006, 炸蝦餅椒麻雞都很油，表面濕潤的那種油。, 炸蝦餅#椒麻雞, 4.12#5.88 4.12#5.88
R2188:S009, 只覺得蝦醬高麗菜好吃，沒有網路評價那麼高。, 蝦醬高麗菜, 6.33#5.5
R2189:S015, 被月亮蝦餅地道的味道給折服，酥脆的外皮，滿是鮮美蝦味的內餡。, 味道#外皮#內餡, 6.0#5.67 6.0#5.5 6.17#5.83
R2189:S018, 酸甜可口的沾醬簡直欲罷不能。, 沾醬#沾醬, 6.5#6.17 6.67#6.33
R2189:S026, 飲品更是一絕，建議大家來訪都要來杯泰式奶茶。。, 飲品, 6.88#6.38
R2190:S003, 點了清邁椒麻雞總共有兩隻雞腿，真的還蠻好吃的。, 清邁椒麻雞, 6.62#6.5
R2190:S006, 苳陰酸辣海鮮河粉是大辣，雖然好吃但是我真的無法承受。, 苳陰酸辣海鮮河粉, 6.0#5.38
R2191:S005, 三層烤豬肉鹹香夠味，但是整體配菜份量略顯不足。, 三層烤豬肉#三層烤豬肉#配菜份量, 5.5#5.0 5.5#5.0 4.5#5.5
R2192:S002, 炒高麗菜份量是夠，但特別的油。, 炒高麗菜份量#炒高麗菜, 5.5#5.0 3.75#6.5
R2192:S004, 椒麻雞的味道特別清淡連辣的感覺都沒，沾了料還是沒啥味道還以為我確診了。, 椒麻雞的味道, 4.12#5.12
R2192:S007, 泰奶口味還行，但小碎冰真的太多了。, 泰奶口味#小碎冰, 5.5#4.83 4.0#5.67
R2193:S004, 炸物的部分滿推蝦餅跟雞肉丸。, 食蝦餅#雞肉丸, 6.33#6.0 6.33#6.0
R2193:S005, 蝦餅是很厚多汁有大塊蝦塊在裡面的。, 蝦餅#蝦餅, 6.33#6.17 6.0#5.33
R2193:S006, 雞肉丸剛好一口的大小也很多汁。, 雞肉丸, 6.67#6.0
R2193:S007, 主食點檸檬豬，豬肉有點偏乾但醬料的調味很好泰式醬加上檸檬酸酸甜甜。, 豬肉#醬料的調味, 4.5#5.33 6.33#6.67
R2194:S002, 還沒吃過泰式餐廳白飯煮得這麼濕軟的⋯。, 白飯, 4.2#5.0
R2194:S005, 東蔭湯好喝。, 東蔭湯, 6.0#5.62
R2196:S014, 泰奶350偏甜建議冰塊多加點。, 泰奶, 4.38#5.0
R2196:S017, 冬瓜檸檬150元是一大壺分著喝也綽綽有餘。, 冬瓜檸檬, 5.75#5.5
R2196:S024, 酸辣魚真的令人垂涎三尺，肉質嫩調味也不錯。, 酸辣魚#肉質#調味, 7.0#6.5 6.0#5.5 6.0#5.5
R2197:S001, 最推薦冬陰功酸辣海鮮麵，我們換烏龍麵也非常好吃。, 冬陰功酸辣海鮮麵#烏龍麵, 6.75#6.5 7.0#6.5
R2197:S004, 整體湯頭很夠味不會過酸辣。, 湯頭#湯頭, 6.5#6.0 6.0#5.5
R2197:S005, 海味月亮蠻特別的但一開始吃覺得很不習慣。, 海味月亮#海味月亮, 6.25#6.0 3.75#6.75
R2197:S008, 椒麻雞表現中等，椒麻醬汁稍嫌可惜沒有記憶點。, 椒麻雞#椒麻醬汁, 5.0#5.0 4.75#5.25
R2198:S012, 青綠咖喱雞$150中規中矩的一道菜，跟外面的綠咖哩口味比較像。, 青綠咖喱雞, 5.0#4.8
R2198:S014, 檸檬酸松阪豬$260松阪豬加上酸一點的沾醬吃起來也比較不膩。, 檸檬酸松阪豬, 5.25#5.25
R2198:S017, 清邁椒麻雞$200吃起來有點不像是椒麻雞，口味比較普通一些。, 口味, 5.12#5.12
R2198:S020, 泰式紅奶茶口味蠻香甜好喝。, 泰式紅奶茶口味#泰式紅奶茶口味, 6.12#5.88 6.38#5.88
R2198:S025, 摩摩喳喳冰$80作為第一次吃覺得還不錯。, 摩摩喳喳冰, 5.67#5.5
R2198:S029, 香蘭磅蛋糕蠻好吃的也是偏甜的泰式甜點。, 香蘭磅蛋糕#香蘭磅蛋糕, 6.25#5.75 4.75#5.25
R2200:S012, 雞肉是濃郁辣味，菜豆的菜味完全被蓋過。, 雞肉, 5.75#5.75
R2200:S022, 涼拌海鮮吃起來都很新鮮是相當必推。, 涼拌海鮮#涼拌海鮮, 6.38#6.38 6.88#6.75
R2200:S023, 而打拋豬非常的辣鹹十足，真的一碗白飯是不夠吃的好美味。, 打拋豬#打拋豬, 6.5#6.0 6.83#6.67
R2200:S025, 黃金三層肉很香酥好吃。, 黃金三層肉#黃金三層肉, 6.5#6.0 6.5#5.67
R2200:S027, 蝦醬空心菜份量不少且炒的好吃。, 蝦醬空心菜份量#蝦醬空心菜, 5.5#5.25 6.0#5.5
R2200:S028, 附上的紅茶很大杯。, 紅茶, 6.0#5.67
R2201:S001, 苳陰酸辣海鮮河粉味道推薦，口感豐富。, 苳陰酸辣海鮮河粉味道#口感, 6.5#5.67 6.0#5.5
R2201:S008, 裡面是新鮮的豬肉與厚實花枝，好吃。, 豬肉#花枝, 5.88#5.38 5.88#5.38
R2201:S009, 清邁椒麻雞飯雞腿蠻嫩，但整體就比較普通不驚艷。, 雞腿#清邁椒麻雞飯#清邁椒麻雞飯, 6.0#5.83 5.0#5.17 5.0#5.0
R2202:S000, 值得推薦的是綠咖哩雞肉飯，唯一美中不足的是綠咖哩的湯汁少了一點。, 綠咖哩雞肉飯#綠咖哩的湯汁#綠咖哩的湯汁, 6.38#6.5 4.75#5.0 4.62#4.75
R2202:S003, 大骨湯海鮮麵料多味美，不吃辣的好選擇之一。, 大骨湯海鮮麵料, 7.0#6.67
R2202:S004, 金錢蝦餅個人大推，蝦肉口感厚實。, 金錢蝦餅#蝦肉口感, 7.17#7.33 6.0#5.5
R2202:S008, 蝦醬空心菜味道濃郁，可惜太鹹了一點。, 蝦醬空心菜味道#蝦醬空心菜味道, 6.0#5.75 3.88#5.38
R2203:S002, 尤其是檸檬鱸魚肉質鮮美味道又獨特。, 檸檬鱸魚肉質#味道, 5.88#5.5 6.0#5.5
R2204:S007, 青木瓜吃起來很脆味道很夠。, 青木瓜#味道, 6.5#5.83 6.33#6.0
R2204:S009, 令我印象深刻的是鱸魚超大一尾，肉質鮮美多汁。, 鱸魚#肉質#肉質, 6.0#5.67 6.0#5.67 6.0#5.67
R2204:S012, 摩摩渣渣雖然沒拍到，但我覺得他真的是必點。, 摩摩渣渣, 7.0#7.0
R2205:S002, 綠咖喱跟椒麻雞真的普通，就調味滿奇怪的。, 綠咖喱#椒麻雞#調味, 5.17#5.0 5.17#5.0 4.0#5.17
R2207:S014, 湯底喝起來沒有很濃郁，覺得可以再重口味一點才不會愧對名字的酸辣。, 湯底, 4.5#5.62
R2207:S016, 泰式紅奶茶(泰奶)夠甜好喝。, 泰式紅奶茶#泰式紅奶茶, 5.5#5.0 6.25#5.25
R2207:S019, 泰紅茶泰奶雖然甜卻意外順口，個人覺得必點。, 泰紅茶泰奶#泰紅茶泰奶, 6.17#5.67 7.17#7.33
R2208:S001, 極力推薦可外帶這家的滷味鹹水鴨回家慢慢享用。, 滷味鹹水鴨, 7.0#7.5
R2211:S000, 鴨肉湯麵必吃，本身也有很多青菜。, 鴨肉湯麵#青菜, 7.0#7.5 6.33#5.83
R2211:S001, 麵條的選用比一般麵店還要厚實有咀勁，很不錯吃。, 麵條#麵條#麵條, 6.25#5.5 6.0#5.5 6.5#5.75
R2211:S008, 外帶必點滷菜就非滷牛腱莫屬，超愛它的醬汁。, 滷牛腱#醬汁, 7.0#7.25 7.0#7.25
R2212:S003, 鹽水鴨肉肉質Q彈，挺鹹的。, 鹽水鴨肉肉質#鹽水鴨肉, 6.5#6.0 4.25#6.0
R2212:S006, 滷大腸Q彈調味很棒，就是中間肥肉幾乎都沒有去除太油了!, 滷大腸#調味#肥肉, 6.5#6.0 7.0#8.0 4.0#6.0
R2215:S005, 鴨肉的油脂適中肉質軟嫩非常美味。, 鴨肉的油脂#肉質#肉質, 5.25#5.0 6.25#5.75 7.0#6.5
R2215:S006, 配菜一點都不馬虎，吃的出來食材的品質都很好。, 配菜#食材的品質, 6.25#5.75 6.5#5.75
R2215:S011, 酸菜鴨湯上面浮了一層鴨油，但是喝起來卻完全沒有一點油膩。, 酸菜鴨湯, 6.25#6.38
R2215:S013, 酸菜鴨湯香氣十足又清甜，喝完也沒有味素感的口渴情況。, 酸菜鴨湯香氣#酸菜鴨湯, 6.17#5.83 6.0#5.5
R2221:S000, 鴨肉飯鴨肉麵配菜多，鴨肉也很嫩。, 配菜#鴨肉, 5.67#5.33 6.67#6.33
R2221:S005, 牛筋滷得蠻入味的，值得推薦。, 牛筋滷#牛筋滷, 6.0#5.75 6.62#6.38
R2221:S007, 豆干或鴨蛋等常見的滷味則不太推薦。, 豆干#鴨蛋, 4.5#5.0 4.5#5.0
R2221:S010, 肉類的滷味真的好吃沒話說。, 肉類, 6.75#6.5
R2221:S011, 燙青菜一份50量也不少，以外食的標準來說已經很不錯了。, 燙青菜, 5.5#5.0
R2222:S007, 推薦鴨腸子跟冰糖醬雞還有筍乾。, 鴨腸子#冰糖醬雞#筍乾, 6.38#5.62 6.38#5.62 6.38#5.62
R2223:S002, 鹽水鴨冰糖鴨買回家配酒都好吃!, 鹽水鴨#冰糖鴨, 6.62#5.88 6.62#5.88
R2224:S000, 烤雞和醬料太甜，鴨翅為首選。, 烤雞#醬料#鴨翅, 4.0#4.83 4.0#4.83 6.67#6.83
R2227:S000, 麻醬乾麵榨菜青菜，味道不明顯。, 味道, 4.5#5.62
R2227:S003, 雞肉麵青菜，麵沒什麼味道，湯頭還可以。, 麵#湯頭, 4.5#5.0 5.5#5.33
R2227:S010, 鹽水鴨沒什麼味道一般，價格偏貴。, 鹽水鴨#鹽水鴨#價格, 4.5#4.5 5.0#5.0 4.5#5.0
R2228:S037, 薄片披薩相當好吃。, 薄片披薩, 6.75#6.62
R2228:S038, 墨魚麵雖然不若以前那樣美味，也算是好吃。, 墨魚麵, 6.0#5.88
R2229:S000, 脆皮豬腳皮很脆肉很嫩，配酸辣醬超好吃。, 脆皮豬腳皮#肉, 6.25#5.75 6.25#5.75
R2229:S002, 墨魚麵沒啥味但魷魚很軟不會咬到嘴巴酸。, 墨魚麵#魷魚, 5.0#4.0 6.0#5.5
R2229:S003, 玉米餅總會拼盤就還行，不會不好吃但沒很餓不會點。, 玉米餅總會拼盤, 5.33#5.17
R2229:S005, 海鮮濃湯料很多。, 海鮮濃湯料, 6.5#6.5
R2229:S012, 不過說到起司雞肉薄餅這個就厲害了, 起司雞肉薄餅, 6.38#6.12
R2229:S014, 起司他沒在客氣欸加爆，配旁邊生菜酸奶酪梨一起吃我跟你講超好吃。, 起司, 6.67#6.17
R2230:S012, 餐點在水準內，中規中矩沒有很驚艷。, 餐點#餐點#餐點, 5.5#5.0 5.0#5.0 5.0#5.0
R2230:S015, 飲料也是不難喝但也不覺得想再來一壺。, 飲料, 5.5#4.83
R2232:S011, 自製煙燻雞肉菠菜義大利方餃，義大利紅醬很濃郁可惜遮蓋了方餃內餡的味道。, 義大利紅醬, 6.38#6.0
R2232:S019, 德國豬腳說是招牌，口感偏乾硬且味道不是我喜歡的。, 口感#味道, 4.0#5.38 4.12#5.5
R2232:S034, 周圍放了一些薯泥或豆泥整個濕濕黏黏的吃起來不清爽。, 薯泥#豆泥#薯泥#豆泥, 4.17#4.5 4.17#4.5 4.33#4.67 4.33#4.67
R2233:S007, 酥炸馬自拉起司屬於碎脆的炸皮包裹厚實的起司。, 炸皮#起司, 5.38#5.38 5.75#5.38
R2233:S009, 煙燻豬肋排，煙燻醬汁濃郁獨特。, 煙燻醬汁#煙燻醬汁, 6.0#5.5 6.12#5.75
R2233:S010, 肉質屬於柴而不乾的，帶點青醬點綴吃完口齒留香。, 肉質#肉質, 5.5#5.0 6.5#6.0
R2233:S013, 牛肉千層麵，番茄與牛絞肉與起司與白醬層層以麵皮包覆，個人非常喜歡。, 牛肉千層麵, 7.0#7.0
R2234:S007, 經典凱薩沙拉，濃厚的凱薩醬搭配上搭配豐富的生菜及乾培根及帕瑪森起士的點綴真的很清爽解膩。, 凱薩醬#生菜#經典凱薩沙拉, 6.0#5.33 6.0#5.33 6.5#6.33
R2234:S009, 特製主廚鮮湯很像麥當勞的玉米濃湯中規中矩。, 特製主廚鮮湯, 5.0#5.0
R2234:S011, 什錦海鮮披薩餅皮是薄皮路線，配料搭配的很豐富每一口都能吃到料。, 配料, 6.5#6.5
R2234:S018, 招牌酥烤德國豬腳這道個人覺得非必點。, 酥烤德國豬腳, 4.88#5.38
R2234:S019, 算好吃的德國豬腳，但也不會讓人驚艷。, 德國豬腳#德國豬腳, 5.83#5.67 4.67#5.33
R2234:S021, 自製雞肉菠菜起士戒指麵這道本人推薦必點，非常的特別。, 自製雞肉菠菜起士戒指麵#自製雞肉菠菜起士戒指麵, 7.0#6.5 7.0#6.5
R2234:S023, 戒指麵有點像是餛飩裡面有包餡但是麵皮比餛飩厚很多，搭配上濃郁濃厚的松露醬汁真的香。, 松露醬汁#松露醬汁, 6.5#6.17 6.5#6.17
R2236:S009, 奶醬是海鮮高湯的底磨的乳酪份量十足，醬汁濃稠。, 乳酪份量#醬汁, 6.25#6.0 6.25#6.0
R2237:S020, 最最重要的是餐點都很好吃，可以說是餐點物超所值。, 餐點#餐點, 6.75#6.25 6.5#6.25
R2238:S005, 金黃花枝酥條還不錯吃，份量也不少建議四五人分。, 金黃花枝酥條#份量, 6.0#5.75 5.5#5.25
R2238:S006, 德國豬腳店員很推，豬腳外脆很香。, 德國豬腳#豬腳#豬腳, 6.83#6.33 6.0#5.5 6.5#6.0
R2238:S008, 友人表示這豬腳是他目前吃過好吃的數一數二，份量很多酸菜還不錯。, 豬腳#份量#酸菜, 7.5#7.0 6.25#5.75 6.25#5.75
R2238:S009, 黑森林炒飯這個素食炒飯沒加蛋居然比葷食還好吃，炒得超級香而且那個醬太好吃了。, 黑森林炒飯#醬, 6.5#6.25 7.0#6.5
R2238:S010, 店員也很推自製雞肉菠菜起司戒指麵，這個大推印象深刻。, 雞肉菠菜起司戒指麵#雞肉菠菜起司戒指麵, 6.67#6.33 6.33#6.17
R2238:S012, 吃起來像是水餃皮微厚但有彈性，搭配香濃的醬驚為天人第一次吃到這樣的創意料理。, 水餃皮#水餃皮#醬#醬, 5.5#5.0 6.0#5.5 6.0#5.5 7.5#7.0
R2238:S020, 起司海鮮焗烤飯還不錯吃，採用薑黃飯這個比較沒特色畢竟外面常見，料還算多。, 起司海鮮焗烤飯#薑黃飯#料, 5.75#5.5 4.0#6.0 5.5#5.0
R2238:S025, 墨西哥青醬炒板腱牛有點太油，但很香是好吃的人多的話可以一起吃。, 墨西哥青醬炒板腱牛#墨西哥青醬炒板腱牛#墨西哥青醬炒板腱牛, 4.0#6.0 6.5#6.5 6.5#5.75
R2238:S027, 蔓越莓草莓汁好喝。, 蔓越莓草莓汁, 6.62#6.38
R2239:S000, 當月壽星出示證據可以獲得免費蛋糕但是蛋糕不太好吃。, 蛋糕, 4.0#5.5
R2239:S002, 招牌的豬肋排依然好吃必點，不過這回肋排的肉稍微柴。, 豬肋排#肋排的肉, 7.0#6.75 4.5#5.75
R2239:S005, 推推墨西哥迷你炸卷和馬自拉起司配上莎莎醬好吃。, 墨西哥迷你炸卷#馬自拉起司#莎莎醬, 6.0#5.5 6.0#5.5 6.25#5.25
R2239:S006, 起司煎餅也非常好吃。, 起司煎餅, 7.0#6.5
R2242:S000, 今天得到了一個極差的用餐體驗，跟匪夷所思的服務品質。, 用餐體驗#服務品質, 4.17#5.17 4.0#5.33
R2242:S002, 第一個出問題的是軟皮墨西哥卷，切開來就聞到一股很重的牛腥味。, 牛腥味, 3.5#5.5
R2242:S006, 吃起來的口感也頗硬，總體而言就不是新鮮的牛肉。, 口感#牛肉, 4.5#5.17 3.83#4.83
R2242:S021, 單吃馬鈴薯泥就感覺不是新鮮的，而且還有很重的油耗味。, 馬鈴薯泥#油耗味, 4.12#5.25 4.12#5.5
R2242:S026, 海鮮濃湯蝦子也不新鮮完全沒甜味，口感還很硬。, 蝦子#口感, 3.75#4.25 3.5#4.25
R2245:S003, 餐點方面是西式，餐點稍微普通，口味偏鹹。, 餐點#口味, 5.0#4.83 4.33#5.33
R2245:S006, 豬腳外酥內軟，但酥皮稍稍過硬難咀嚼。, 豬腳#酥皮#酥皮, 6.0#6.0 4.5#4.5 4.5#4.5
R2245:S008, 有中式菜色口味清淡，但都是不錯的味道。。, 口味#味道, 5.5#5.0 5.83#5.5
R2247:S009, 食材蠻新鮮的，調味醬料也都全部附上，真的是未來過年外燴不錯的選擇。, 食材#外燴, 6.0#5.83 5.67#5.33
R2248:S002, 榨菜肉絲麵踩雷了，麵建議換一下。, 榨菜肉絲麵, 3.88#6.12
R2248:S011, 橙汁排骨炸的酥脆，湯汁潤口。, 橙汁排骨#湯汁, 5.88#5.5 5.75#5.38
R2249:S012, 鍋貼$110/8顆煎得很酥脆，內餡也有一些汁，非常好吃。, 鍋貼#鍋貼#內餡, 6.25#5.75 7.0#6.5 6.0#5.5
R2250:S004, 煎蛋燒焦，酸辣湯過酸，唯一優點是主管有道歉。, 煎蛋#酸辣湯, 4.5#4.67 4.17#5.0
R2251:S017, 決明子麥茶冰涼味道濃厚好喝。, 決明子麥茶#味道, 5.83#5.33 6.17#5.83
R2251:S025, 蒸餃很大顆，皮Q餡飽滿。, 蒸餃#蒸餃#蒸餃, 6.5#5.75 6.5#5.75 6.5#5.75
R2251:S039, 餅皮很厲害豬肉片紮實有嚼勁。, 餅皮#豬肉片#豬肉片, 6.25#6.0 6.0#5.75 6.25#6.0
