ID, Sentence, Aspect, Intensity
R0069:S016, 這盤蛋白質是胡椒腿肉，蠻好吃的，雖然我覺得份量有一點少。, 胡椒腿肉#份量, 6.25#6.0 4.5#5.0
R0070:S003, 價格不算便宜，但味道還滿不錯的。, 價格#味道, 4.5#5.17 5.83#5.33
R0070:S004, 這次我們點了花醬牛肉起司總匯以及雞腿排起司蛋菠蘿堡，用料實在，味道和口感都令人滿意。, 花醬牛肉起司總匯#雞腿排起司蛋菠蘿堡#味道#口感, 6.75#6.5 6.75#6.5 7.25#7.0 7.25#7.0
R0070:S005, 台北林茂森茶行的紅茶味道會回甘。, 紅茶味道, 5.88#5.62
R0070:S006, 吐柴主藝文總店除了餐點好吃之外，這裡的用餐環境也很特別。, 餐點#用餐環境, 6.5#5.75 6.5#6.0
R0070:S012, 附近超難停車。, 停車, 2.33#7.17
R0070:S020, 他們家的紅茶喝起來會有一種回甘的味道，但還是有點澀就是了。, 紅茶#紅茶, 6.33#6.33 4.33#5.0
R0070:S022, 薯餅口感超酥脆的，但雞腿排起司蛋菠蘿堡偏難吃。, 薯餅口感#雞腿排起司蛋菠蘿堡, 6.75#6.5 3.75#4.75
R0071:S016, 有專人桌邊服務，不怕自己烤壞了高檔食材。, NULL, 6.12#5.62
R0071:S055, 連香菇湯汁都是鮮甜的。, 香菇湯汁, 6.33#6.17
R0071:S056, 焦糖布丁生日蛋糕，布丁表現不俗。, 布丁, 6.62#6.5
R0074:S007, 這喝起來不輸鼎泰豐的雞湯啊。, 雞湯, 6.5#6.5
R0074:S008, 可以喝到的雞的鮮甜，而且湯非常的清澈，喝起來很舒服。, 雞#湯#湯, 6.0#5.5 7.0#6.5 6.0#5.5
R0074:S017, 麵條單吃就蠻好吃了。, 麵條, 6.0#5.25
R0074:S024, 火腿有點鹹。, 火腿, 4.0#5.0
R0074:S028, 這碗拉麵真的滿厲害的欸。, 拉麵, 6.33#6.33
R0076:S006, 店家鄰近有收費停車場，挺方便的。, NULL, 6.0#5.83
R0076:S009, 環境乾淨整潔。, 環境#環境, 6.12#5.12 6.12#5.12
R0076:S016, 不過比較像一般有咬勁的寬麵條，沒什麼刀削麵氣質，有點失望。, 刀削麵, 4.12#5.12
R0076:S021, 牛筋Ｑ而有咬勁，牛肚無臊軟彈。, 牛筋#牛肚, 6.5#6.25 6.5#6.12
R0076:S023, 滷蛋蛋香不錯，海帶軟而不爛，豆干有點太硬了。, 滷蛋蛋香#海帶#豆干, 6.17#6.17 6.5#6.33 4.0#5.67
R0076:S032, 麵條咬勁一般。, 麵條, 5.0#4.62
R0076:S036, 皮蛋入麵感覺不太適合。, 皮蛋, 3.75#5.38
R0076:S038, 清燉湯頭似帶藥膳味，並有薑絲提點，喝來順口舒服。, 湯頭, 6.25#5.62
R0076:S044, 然而綜合滋味及相對舒適乾淨的用餐空間，不妨走一趟嚐鮮。, 用餐空間#用餐空間#NULL, 6.17#5.17 6.17#5.17 6.5#5.83
R0077:S038, 粒粒分明的紅豆，道出的盡是軟綿的好滋味。, 紅豆#紅豆, 6.0#5.5 6.0#5.38
R0077:S043, 飽足感十足的紫米燕麥烤奶，絕對是一杯能夠滿足口慾的飲品。, 紫米燕麥烤奶, 6.62#6.12
R0077:S052, 而大吉烤茶的珍珠烤奶，喝完不會口乾舌燥，奶香濃郁。, 珍珠烤奶#珍珠烤奶, 5.83#5.67 6.17#5.83
R0077:S057, 而珍珠烤奶的靈魂珍珠，吃起來很Q。, 珍珠, 6.33#6.5
R0077:S064, 茶凍更是有畫龍點睛的效果。, 茶凍, 6.67#6.33
R0078:S004, 店內的位子數也不多。, 店內的位子數, 4.7#5.3
R0078:S010, 麵包是佛卡夏，外酥內軟好吃。, 佛卡夏#佛卡夏, 5.67#5.5 6.0#5.33
R0078:S015, 醬汁相當開胃。, 醬汁, 6.62#6.25
R0078:S019, 麵條口感是我喜歡的偏硬口感。, 麵條口感, 6.75#6.25
R0078:S023, 雞翅搭上特製的橙桔醬汁，真的超讚。, 雞翅, 7.3#7.7
R0078:S025, 雞翅炸得微酥，肉質軟嫩。, 雞翅#肉質, 6.67#6.17 6.67#6.5
R0078:S027, 這雞翅搭上特製的酸甜醬汁，真的好吃。, 雞翅, 7.17#7.0
R0078:S034, 臘肉Q軟好吃。, 臘肉#臘肉, 6.0#5.38 6.12#5.5
R0078:S035, 麵條同樣的Q彈好吃。, 麵條#麵條, 6.75#6.12 6.88#6.25
R0080:S015, 還是最愛番茄炒飯。, 番茄炒飯, 7.62#7.38
R0084:S014, 看來是可以坐到8人左右，空間舒適。, 空間, 5.67#5.17
R0084:S026, 魚的油脂感滑順，肉質鮮而不膩。, 魚的油脂感#肉質, 6.17#5.67 6.17#5.67
R0084:S039, 酸種麵包帶微酸與小麥香氣，蠻喜歡的。, 酸種麵包, 6.5#5.83
R0084:S041, 單吃就很好吃了。, NULL, 6.0#5.75
R0084:S049, 透抽馬鈴薯麵口感不太合我胃口。, 透抽馬鈴薯麵口感, 4.0#4.83
R0084:S075, 料理至半生熟的直火金目鯛熟度洽恰好。, 直火金目鯛熟度, 5.67#6.17
R0084:S079, 這道菜配的飲品我非常喜歡。, 飲品, 7.38#7.25
R0084:S092, 豬肉豐腴不膩，油脂滑順。, 豬肉#豬肉#豬肉, 6.0#5.0 6.0#5.0 6.17#5.0
R0084:S094, 吃來多汁且無異味，整體來看處理得很好。, NULL#NULL#NULL, 6.75#6.75 5.75#5.5 6.5#6.5
R0084:S106, 冰淇淋也是好吃，不會過於甜膩。, 冰淇淋#冰淇淋, 6.75#6.38 6.38#6.25
R0084:S117, 整體來說用餐氛圍輕鬆不拘謹，服務不錯。, 氛圍#服務, 5.83#6.17 5.67#5.5
R0084:S119, 上菜節奏也掌握得很好。, 上菜節奏, 6.25#6.25
R0088:S004, 搭配帶香味的酸菜，滿新奇的。, 酸菜#酸菜, 6.5#5.5 6.17#6.17
R0088:S006, 肉只有一些些甜味，沒有達到我的標準。, 肉#肉, 4.83#5.33 3.67#6.17
R0088:S010, 整塊肉又甜又鹹，味道奇怪到不行。, 肉#味道, 4.5#5.33 3.0#6.5
R0088:S012, 味美價廉，但是不需要特意跑一趟去吃。, 味#價#NULL, 5.75#4.75 5.75#4.75 4.75#5.25
R0089:S003, 好吃平價的中檔火鍋。, 火鍋#火鍋, 6.5#5.83 6.5#5.5
R0090:S002, 還有附停車場，交通很方便的啦。, 交通, 6.12#6.0
R0090:S012, 臭豆腐外皮超酥超香。, 臭豆腐外皮#臭豆腐外皮, 6.62#6.88 6.62#6.88
R0090:S014, 裡面的豆腐是有縫隙的那種，口感還可以。, 口感, 5.5#5.12
R0090:S017, 還有蘿蔔絲和九層塔，更添口感與風味。, 蘿蔔絲#九層塔, 6.67#6.33 6.67#6.33
R0090:S021, 只能說這間的臭豆腐真的很好吃。, 臭豆腐, 7.12#6.88
R0091:S001, 便當實在不怎樣，不用特別試了。, 便當, 4.0#5.5
R0091:S003, 先說說騰雲座艙的用餐環境，完全沒有高級感。, 用餐環境, 3.0#6.75
R0091:S007, 桌子超級廉價感。, 桌子, 3.25#5.62
R0091:S011, 至於懷舊便當就滷排骨便當，也不難吃拉。, 滷排骨便當, 5.17#4.83
R0093:S008, 不過第二道的脆片就眼睛一亮了。, 脆片, 7.12#7.5
R0093:S015, 只能暗嘆份量少，吃不過癮。, 份量, 4.0#4.62
R0093:S023, 秋鮭口感弄得非常細滑。, 秋鮭口感, 7.0#6.75
R0093:S026, 醬汁的甜濃味稍嫌搶戲。, 醬汁的甜濃味, 4.5#5.5
R0093:S027, 倒是旁邊茼蒿極好吃。, 茼蒿, 6.62#6.75
R0093:S028, 炸鱈魚白子與白子蒸蛋獲在場評價最高。, 炸鱈魚白子#白子蒸蛋, 8.25#7.5 8.25#7.5
R0097:S010, 蔬菜料滿滿。, 蔬菜, 6.12#5.38
R0099:S006, 有很明顯的招牌，到了晚上點燈之後變得超級氣派。, NULL, 6.5#6.83
R0099:S007, 裝潢真的超級浮誇。, 裝潢, 5.0#6.67
R0099:S013, 用餐環境非常舒適。, 用餐環境, 6.12#6.25
R0099:S020, 服務員還很貼心的準備了兒童椅跟兒童餐具。, 服務員, 6.12#6.0
R0099:S028, 價格相對的優惠許多。, 價格, 6.33#6.0
R0099:S042, 服務超級好啊。, 服務, 7.12#6.88
R0099:S046, 個人覺得泰式檸檬醬很對味。, 泰式檸檬醬, 6.75#6.0
R0099:S048, 海鮮泰式酸辣醬很不錯。, 海鮮泰式酸辣醬, 5.83#5.67
R0099:S051, 現炸的蝦餅酥酥脆脆，重點是可以無限續盤。, 蝦餅#蝦餅, 7.0#6.25 7.0#6.25
R0099:S061, 湯頭喝起來超開胃。, 湯頭, 6.67#6.67
R0099:S063, 椰奶雞的香味十足。, 椰奶雞的香味, 6.5#5.88
R0099:S070, 服務人員很貼心的會來進行桌邊服務。, 服務人員, 6.38#5.88
R0099:S075, 工作人員還不時地主動過來加湯。, 工作人員, 6.0#6.67
R0099:S077, 服務超好。, 服務, 6.62#6.62
R0099:S080, 剛炸好的蝦餅香氣四溢。, 蝦餅, 6.83#6.5
R0099:S081, 蝦餅吃起來非常扎實Ｑ彈。, 蝦餅, 6.88#6.75
R0099:S082, 還可以吃到整塊的蝦肉，超彈牙。, 蝦肉, 7.0#7.12
R0099:S086, 每一種海鮮都非常新鮮。, 海鮮, 7.25#7.0
R0099:S088, 日本Ａ5和牛的油花分布超美。, 日本Ａ5和牛的油花, 7.25#7.0
R0099:S095, 伊比利豬有點太油。, 伊比利豬, 4.0#4.83
R0099:S101, 蔬菜種類蠻多的，而且都非常翠綠新鮮。, 蔬菜種類#蔬菜, 6.12#5.75 6.75#6.62
R0099:S106, 肉質也非常鮮美彈牙。, 肉質, 6.5#6.38
R0099:S108, 其中最推薦的應該就是他們的雞油飯。, 雞油飯, 6.83#6.5
R0099:S121, 店家的裝潢非常氣派有特色。, 裝潢#裝潢, 6.5#6.33 6.5#5.33
R0099:S122, 用餐空間也非常舒適。, 用餐空間, 6.75#6.62
R0099:S123, 整體的服務也非常棒，火鍋湯頭建議點雙拼鴛鴦鍋。, 服務#雙拼鴛鴦鍋, 7.0#6.75 6.5#5.5
R0099:S129, 不管大人還是小孩都會超級愛的南椰奶凍，雖然價位偏高。, 南椰奶凍#價位, 7.75#8.0 4.0#5.5
R0099:S132, 很值得再訪的好店。, 店, 6.83#7.0
R0100:S012, 燻雞鹹香入味，肉質紮實。, 燻雞#肉質, 6.0#5.62 5.75#5.25
R0100:S021, 筍乾爽脆無酸嗆。, 筍乾#筍乾, 6.0#5.38 5.75#5.12
R0100:S023, 豬排油膩感很高，吃太多會想吐。, 豬排#豬排, 3.5#5.0 2.17#7.0
R0100:S031, 雞肉類還算有合喜好，但份量少的可憐，服務又很差。, 雞肉#份量#服務, 5.67#5.0 3.67#6.33 3.0#6.67
R0104:S004, 沒有冷氣的戶外座，蚊子頗多。, 戶外座#戶外座, 4.0#4.83 3.83#5.17
R0104:S013, 老闆知道我們兩人用餐，貼心地把另一半直接打包。, 老闆, 6.5#6.33
R0104:S015, 剛上桌的雞皮好脆，沾點椒鹽跟雞油真的好美味。, 雞皮#雞皮, 6.33#6.17 6.67#6.5
R0104:S019, 夏天的涼筍真的一絕。, 涼筍, 7.12#7.0
R0104:S023, 小捲我覺得沒有那麼新鮮。, 小捲, 3.75#5.12
R0105:S002, 午間套餐還蠻划算的。, 午間套餐, 6.33#6.0
R0105:S014, 他們家的辣牛肉湯也很夠味。, 辣牛肉湯, 6.75#6.38
R0105:S019, 肉吃起來口感非常棒。, 口感, 7.12#6.5
R0105:S030, 然後赤虎的布丁真的很好吃。, 布丁, 6.9#6.8
R0105:S031, 布丁原價好像是120之類的，真的頗貴。, 布丁, 3.83#6.17
R0105:S036, 布丁吃起來綿密濃香。, 布丁, 6.38#5.62
R0105:S038, 布丁吃完後，覺得超級幸福。, 布丁, 7.38#7.62
R0105:S043, 是一直會回訪的店。, 店, 7.17#6.83
R0106:S012, 價格肯定不會太親切。, 價格, 4.17#5.33
R0106:S015, 泰式酸辣拌海鮮，這倒是今日最喜歡。, 泰式酸辣拌海鮮, 7.0#7.0
R0106:S022, 店員推薦說很多人都會點的花甲鍋，但我覺得不怎麼樣。, 花甲鍋, 4.5#5.0
R0106:S025, 螃蟹吃起來感覺不新鮮。, 螃蟹, 4.0#4.67
R0106:S030, 朋友的麵軟爛無比，醬料也不合胃口。, 麵#醬料, 3.25#6.25 3.38#5.75
R0106:S039, 滷肉飯也很空虛，味道口感都有待加強。, 滷肉飯#味道#口感, 3.5#6.5 3.5#5.75 3.5#5.75
R0106:S041, 2個人吃了1330，吃完超級空虛。, NULL, 3.83#5.33
R0106:S043, 還不如在市區先吃完再來，爛店一家。, 店, 2.0#6.88
R0107:S012, 最特別的是餐廳旁設置了泡腳區。, 泡腳區, 6.33#7.0
R0107:S049, 不多久這超大盤的爆量蛤蠣義大利麵上桌啦，算算大概有將近60個。, 蛤蠣義大利麵#蛤蠣義大利麵, 7.0#6.5 7.0#6.5
R0107:S050, 超壯觀的擺盤難怪立刻引起大家的注意，真的很吸睛。, 擺盤#擺盤, 7.25#7.62 7.5#7.88
R0107:S052, 蛤蠣吃起來還蠻新鮮的。, 蛤蠣, 6.33#6.17
R0107:S053, 麵條口感軟硬度適中，我個人覺得算是好吃的。, 麵條口感#麵條, 6.17#6.33 6.5#6.0
R0108:S005, 整碗米粉內可有滿滿的小卷。, 小卷, 6.38#5.62
R0108:S006, 更重要的是湯和米粉可以無限續加，而其他小菜水果泡菜也很好吃。, 湯#米粉#小菜#水果#泡菜, 6.5#5.5 6.5#5.5 6.5#6.5 6.5#6.5 6.5#6.5
R0108:S010, 是一家頗有在地特色的店家。, 店家, 6.33#6.33
R0108:S013, 不過翻桌率算是快的。, 翻桌率, 6.0#5.25
R0108:S025, 上菜速度頗快。, 上菜速度, 6.5#6.0
R0108:S033, 小卷吃起來相當Q彈鮮度也夠。, 小卷#鮮度, 6.25#6.12 6.12#5.25
R0108:S034, 湯頭是雞湯熬煮，味道偏鹹。, 味道, 4.33#5.67
R0108:S038, 但不能否認的是米粉和小卷是好吃的。, 米粉#小卷, 6.17#6.17 6.17#6.17
R0109:S010, 當初就是因為這裡有提供各式的簡餐類，且價格也不算太貴。, 簡餐#價格, 5.5#5.0 6.0#5.17
R0109:S026, 我點的是原味香酥大雞腿套餐，吃起來酥脆。, 原味香酥大雞腿套餐, 6.88#6.25
R0109:S027, 調味不會過鹹。, 調味, 5.67#5.33
R0109:S029, 不過配菜跟甜點的部分就比較一般般一些了。, 配菜#甜點, 4.83#5.0 5.0#5.17
R0109:S035, 口味上算是中規中矩，至少牛肉不會過柴過硬。, 口味#牛肉, 5.0#5.0 5.67#5.17
R0109:S036, 另外煲湯裡還有紅蘿蔔菜頭白菜跟洋蔥等配菜，算是還蠻豐富的樣子。, 煲湯, 6.17#5.33
R0109:S039, 缺點應該都是配菜的口味比較一般般一些。, 配菜的口味, 5.0#5.0
R0109:S053, 香蕉清冰吃起來非常綿密。, 香蕉清冰, 6.5#6.83
R0109:S055, 小雪人聖代外表真的超可愛的。, 小雪人聖代外表, 6.33#6.83
R0110:S001, 這裡停車比較不方便。, 停車, 4.5#4.83
R0110:S003, 店內用餐環境還蠻髒亂的，桌上一堆螞蟻。, 用餐環境, 3.5#5.83
R0110:S014, 豬肉片口感軟嫩香甜，椰漿叻沙鍋的湯頭真是不錯。, 豬肉片口感#豬肉片口感#湯頭, 6.33#5.33 6.33#5.33 6.17#5.33
R0110:S018, 喜歡吃小火鍋的朋友快來試試吧。, NULL, 6.0#6.0
R0111:S006, 喝起來是很舒服的豚骨湯。, 豚骨湯, 6.12#6.0
R0111:S007, 溫暖溫醇的豚骨湯，沒什麼豬臊味。, 豚骨湯#豚骨湯, 6.38#5.75 6.12#5.62
R0111:S011, 海苔是用天婦羅方式，口感味道都讚。, 口感#味道, 6.75#6.38 6.75#6.38
R0112:S007, 服務生還很貼心的提醒客人袋子不要封起來。, 服務生, 6.5#6.67
R0112:S009, 裡面菱角脆甜，口感好。, 菱角#口感, 6.0#5.5 5.5#4.5
R0465:S001, 有一點擠。, NULL, 4.5#5.25
R0465:S006, 菜色都蠻有特色。, 菜色, 6.3#6.0
R0465:S023, 地鍋雞湯很好喝。, 地鍋雞湯, 6.5#6.33
R0465:S026, 那個麵皮很Q很好吃。, 麵皮#麵皮, 6.5#6.3 6.7#6.5
R0465:S029, 尤其那個醬拌飯超好吃!, 醬拌飯, 7.25#7.12
R0466:S005, 烤鴨的部分師傅會帶桌邊現切做成捲餅，捲餅份量不小有整整十捲。, 捲餅份量, 5.75#5.5
R0466:S007, 捲餅餅皮相當Q彈。, 捲餅餅皮, 6.67#6.5
R0466:S009, 與一般的甜麵醬不同吃起來相當爽口。, 甜麵醬, 6.75#6.5
R0466:S011, 皮脆肉嫩，腿肉咬下之後滿滿的肉汁非常不錯。, 皮#肉#肉汁#腿肉, 5.75#5.25 5.75#5.25 6.0#5.5 7.0#6.25
R0466:S013, 不過鴨鬆份量實在偏大生菜吃完了鴨鬆還剩下一半左右。, 鴨鬆份量, 5.12#5.88
R0466:S018, 整體與一般金絲炸蝦球不同，口感更加硬脆。, 口感, 6.0#5.62
R0466:S020, 讓整體吃起來不會太過油膩。, 整體, 6.0#5.5
R0466:S024, 燒賣與鳳爪的部分無太多驚豔。, 燒賣#鳳爪, 4.75#5.25 4.75#5.25
R0466:S028, 芝麻球一樣是中規中矩。, 芝麻球, 5.0#4.67
R0466:S029, 楊枝甘露雖然偏小但是口味非常不錯很值得點來吃。, 楊枝甘露#楊枝甘露#楊枝甘露, 5.0#5.25 7.0#6.5 7.0#6.5
R0466:S030, 結論水準之上值得一吃。, NULL#NULL, 6.0#5.5 6.38#5.75
R0466:S032, 餐點有特色，CP值尚可份量足夠。, 餐點#CP值#份量, 6.75#5.5 5.25#5.0 6.0#5.0
R0466:S033, 有停車場停車方便。, 停車, 6.5#5.33
R0467:S005, 菜單品項並不多大約有10項。, 菜單品項, 4.5#4.75
R0467:S011, 米糕與滷肉飯較為一般。, 米糕#滷肉飯, 5.0#5.0 5.0#5.0
R0467:S012, 除了滷肉亦有搭配毛豆，不過滷汁的量有點太多。, 滷汁, 4.67#5.33
R0467:S014, 啤酒鴨的部分鴨肉軟嫩湯頭溫潤。, 鴨肉#湯頭, 5.83#5.17 5.83#5.17
R0467:S015, 鴨肉的量也蠻多的是我今天最喜歡的一道菜，鹹食得部分鴨血跟豆腐都有入味還算不錯。, 鴨肉#鴨肉#鴨血#豆腐#鴨血#豆腐, 6.0#5.75 6.75#7.0 6.0#5.75 6.0#5.75 6.5#5.75 6.5#5.75
R0467:S016, 鹹豬肉的部分讓人想一口接一口非常不錯。, 鹹豬肉, 6.9#7.0
R0467:S017, 麵點的部分蔥油餅表皮酥脆不過麵體炸過頭的感覺。, 蔥油餅表皮#麵體, 6.0#5.75 4.0#5.25
R0467:S018, 麵體要花非常多的力氣去咀嚼。, 麵體, 3.62#6.12
R0467:S020, 咖哩的部分整理來說口味十分濃郁，可惜我個人沒那麼喜歡菇的口感。, 咖哩#菇的口感, 6.83#5.67 3.83#5.17
R0467:S022, 蘿蔔糕的部分在水準之上。, 蘿蔔糕, 6.33#6.33
R0467:S023, 蘿蔔糕外層焦香酥脆，口感非常不錯。, 蘿蔔糕外層#口感, 5.83#5.5 7.17#7.17
R0467:S024, 蠻推薦可以點的一道蘿蔔糕。, 蘿蔔糕, 6.75#6.5
R0467:S025, 甜食部分是婚宴必備的炸湯圓，基本味道就那樣不錯。, 味道, 5.83#5.33
R0467:S026, 但炸湯圓上菜的時候有點涼了蠻可惜的。, 炸湯圓#炸湯圓, 4.0#5.0 4.67#6.17
R0467:S029, 表皮非常脆一口咬下口感非常好。, 表皮#表皮, 7.0#6.33 7.0#6.33
R0467:S032, 結論口味一般路過可，環境座位偏小、文青裝潢。, 口味#座位#裝潢, 5.5#5.0 4.17#4.67 6.0#5.17
R0468:S004, 招牌顯眼很好找。, 招牌#招牌, 5.67#5.33 6.17#6.33
R0468:S006, 用手機掃QR CODE點餐很方便!, 點餐, 5.88#6.12
R0468:S008, 環境很乾淨。, 環境, 6.2#5.8
R0468:S009, 連醬料區都一塵不染很加分!自助吧有常見的汽水機咖啡機茶包及霜淇淋機。, 醬料區, 6.83#6.67
R0468:S011, 兩款鍋底都算是中規中矩的口味。, 鍋底, 4.8#4.8
R0468:S012, 剝皮辣椒不會很辣雪花牛算厚，不會煮一下就碎掉。, 剝皮辣椒#雪花牛, 5.83#5.0 5.67#5.33
R0468:S015, 特別喜歡他們的蛤蠣~真的很大顆而且好新鮮!蝦子也算蠻新鮮Q彈~。, 蛤蠣#蛤蠣#蝦子, 6.83#6.5 6.83#6.5 7.17#7.0
R0469:S005, 店裡就是家庭式經營的餅店，很溫馨很有味道。, 餅店#餅店, 6.0#6.0 6.12#6.12
R0469:S013, 地瓜餅意外地耐吃。, 地瓜餅, 6.62#6.88
R0469:S014, 地瓜餅甜度很低，偏向自然地瓜甜味。, 地瓜餅甜度#地瓜餅, 5.17#5.0 5.83#5.17
R0469:S016, 餅皮吃起來也不油。, 餅皮, 5.88#5.25
R0469:S017, 吃起來健康卻美味的點心。, 點心#點心, 5.75#5.5 5.88#5.5
R0469:S021, 肉餅相對來說就是較油跟甜了。, 肉餅#肉餅, 4.62#5.38 5.0#5.12
R0469:S023, 口感變得更脆。, 口感, 6.5#6.0
R0469:S029, 蒜頭酥我也有拿去氣炸，推薦這款熱的真的很好吃。, 蒜頭酥, 6.33#6.5
R0469:S031, 氣炸後外皮很酥。, 外皮, 6.33#6.5
R0469:S035, 蒜頭酥算是蠻特別的，隔段時間就會想念的味道。, 蒜頭酥, 5.88#5.88
R0470:S002, 內湖的龍都相對來說好訂位很多，尤其晚上通常都會有位置。, 龍都, 5.62#5.12
R0470:S013, 大家都喜歡鴨粥，吃不下打包再加熱也都還是很好吃。, 鴨粥, 6.83#6.5
R0470:S015, 烤鴨還是很美味。, 烤鴨, 7.0#6.75
R0470:S016, 鴨皮微脆又香。, 鴨皮#鴨皮, 6.62#6.0 6.5#5.75
R0470:S017, 還是很有水準的。, NULL, 6.62#6.25
R0470:S028, 蝦鬆份量不小，建議人多點再點這道。, 蝦鬆份量, 5.38#5.12
R0470:S032, 很夠味的莧菜。, 莧菜, 6.83#6.67
R0470:S038, 炸水餃意外好吃。, 炸水餃, 6.33#7.17
R0471:S002, 而這間自由街無名早餐店雖然品項簡單，但每道菜都是傳統好滋味。, 品項, 6.5#5.88
R0471:S017, 也讓人有種入境隨俗體驗古早味氛圍的既視感。, 氛圍, 5.62#6.0
R0471:S036, 而油條也仍舊是酥脆口感，不會像外面有些中式早餐會放到軟趴趴的那種。, 油條, 6.5#6.12
R0471:S038, 自由街無名早餐店的蛋餅也是屬於皮比較厚實有彈性的粉漿蛋餅。, 粉漿蛋餅#粉漿蛋餅, 6.12#5.5 6.12#5.75
R0472:S028, 有些像是菜單上的5貫組合要300左右其實是不便宜。, 5貫組合, 4.0#5.12
R0472:S037, 價格是最貴的188金盤魚肉，是幾乎看不到醋飯的超豪邁尺寸。, 金盤魚肉#金盤魚肉, 4.83#5.83 7.17#7.0
R0472:S044, 魚皮烤得微脆。, 魚皮, 6.25#5.5
R0472:S045, 加上脆彈的魚肉口感很好。, 魚肉#口感, 6.88#6.5 6.75#6.5
R0472:S049, 合點壽司就很不錯風味濃郁又滑嫩。, 合點壽司#風味#風味, 6.25#6.5 6.25#5.0 6.25#5.0
R0472:S051, 青甘天婦羅花卷也蠻讓人驚豔。, 青甘天婦羅花卷, 6.62#6.25
R0472:S056, 安康魚肝軍艦口感還蠻粉嫩。, 安康魚肝軍艦口感, 6.17#5.67
R0472:S057, 接下來也是讓人驚豔的甜蝦押壽司，一開始是吃到甜蝦淡甜糯的滋味。, 甜蝦押壽司#甜蝦, 7.0#6.5 6.5#5.5
R0472:S062, 蔥花鮪魚泥卷表現中規中矩。, 蔥花鮪魚泥卷, 5.0#4.83
R0472:S072, 整體來說這次的用餐體驗蠻好的。, 用餐體驗, 6.17#6.0
R0472:S073, 又有表演可看，餐點品質也不錯。, 餐點品質, 5.88#5.38
R0475:S004, 店面很乾淨。, 店面, 6.38#6.38
R0475:S005, 菜單也簡單清楚。, 菜單, 6.0#5.17
R0475:S019, 冬瓜檸檬清冰這個喝起來酸甜帶勁。, 冬瓜檸檬清冰, 6.33#6.0
R0475:S025, 小米甜甜圈是一種軟Ｑ有彈性的口感。, 小米甜甜圈#小米甜甜圈, 6.12#5.62 6.12#5.62
R0475:S028, 整體吃起來不膩。, 整體, 6.5#5.33
R0477:S004, 大大的排骨很有古早味，味道和口感都很好。, 排骨#排骨#味道#口感, 6.5#5.0 6.5#6.5 6.5#6.5 6.5#6.5
R0477:S010, 另外它們的炸雞腿也好吃。, 炸雞腿, 5.75#5.38
R0478:S001, 可以無限取用泰國米粒粒分明我蠻喜歡的。, 泰國米#泰國米, 6.83#6.33 7.0#6.5
R0478:S005, 炸雞也炸的很多汁不膩口。, 炸雞#炸雞, 6.75#6.25 6.75#5.75
R0478:S006, 打拋豬我覺得比較不特別，相較之下我喜歡瓦城的口味。, 打拋豬#瓦城的口味, 4.5#5.0 5.67#5.17
R0478:S007, 黃咖哩軟殼蟹同事指定要點的，這道上面的滑蛋很軟嫩，光吃蛋就很下飯了口味是偏甜的。, 滑蛋#口味, 6.75#6.5 5.5#5.5
R0478:S009, 金沙花枝用點數兌換的，金沙花枝我覺得很有誠意耶，點數兌換這樣一道菜花枝很Ｑ彈。, 金沙花枝#花枝, 6.62#6.25 6.62#6.12
R0478:S010, 冬蔭功湯雖然不大碗但是料還蠻豐盛的。, 冬蔭功湯#冬蔭功湯, 5.0#5.17 6.67#6.33
R0478:S012, 不知道ＮＡＲＡ是怎麼處理的搭配他們特製的醬汁，很清爽很讚。, 醬汁#醬汁, 6.5#6.5 6.5#6.5
R0481:S006, WD我的早餐裝潢算有一點文青感。, 裝潢, 5.83#5.83
R0481:S010, 座位不算寬敞。, 座位, 4.25#5.0
R0481:S018, 豬排給予的評價不錯。, 豬排, 6.0#5.75
R0481:S019, 麵包皮鬆軟耐嚼。, 麵包皮, 6.5#6.5
R0481:S022, 起司蛋餅份量覺得偏少一點XD。, 起司蛋餅份量, 4.3#4.5
R0481:S023, 不過餅皮還算酥。, 餅皮, 5.75#5.62
R0481:S037, 不過漢堡蛋餅蘿蔔糕都覺得還不錯。, 漢堡#蛋餅#蘿蔔糕, 5.67#5.0 5.67#5.0 5.67#5.0
R0482:S019, 用餐空間非常舒服。, 用餐空間, 6.75#6.62
R0482:S030, 鍋物的種類還不少。, 鍋物的種類, 6.38#6.25
R0482:S033, 湯底清甜好喝。, 湯底#湯底, 7.0#6.75 6.88#6.38
R0482:S034, 蔬菜盤的種類也不少。, 蔬菜盤的種類, 6.5#6.0
R0482:S035, Choice翼板牛的表現也不差。, Choice翼板牛, 6.12#5.25
R0482:S042, 雞肉肉質軟嫩好吃。, 雞肉肉質#雞肉肉質, 5.88#5.12 5.75#5.12
R0484:S003, 一大早先嗑一根剛出爐還酥熱的牛舌餅。, 牛舌餅, 6.0#5.5
R0487:S008, 小菜選擇也有很多。, 小菜選擇, 6.5#5.9
R0487:S018, 他們家的小菜大多都是100元相對好像貴了些，不過份量倒是很多。, 小菜#份量, 4.5#5.0 6.0#6.0
R0487:S022, 大腸滷得很夠味，才90塊就超大一碗。, 大腸#大腸, 6.5#6.33 6.5#6.67
R0487:S042, 他們家滷肉飯也很好吃耶。, 滷肉飯, 6.83#6.33
R0487:S044, 魯肉不油膩。, 魯肉, 5.83#5.33
R0487:S050, 生腸太硬，咬不太動。, 生腸#生腸, 4.0#4.83 3.83#5.0
