ID, Sentence, Aspect, Valence_Mean, Arousal_Mean
R1560:S001, 店内用餐环境宽敞明亮。, 用餐环境, 6.67, 5.83
R1560:S004, 肋排好吃披萨味道也很到位。, 肋排, 6.25, 5.50
R1560:S004, 肋排好吃披萨味道也很到位。, 披萨味道, 6.00, 6.00
R1560:S009, 整体来说餐点很棒。, 餐点, 6.83, 6.50
R1561:S004, 餐厅服务人员上菜速度很快。, 上菜速度, 6.25, 5.62
R1561:S011, 酥皮浓汤还不错喝。, 酥皮浓汤, 6.50, 6.00
R1561:S012, 青酱鸡肉炖饭味道不错。, 青酱鸡肉炖饭味道, 6.00, 5.25
R1561:S013, 青酱鸡肉炖饭里的鸡肉好吃。, 鸡肉, 5.88, 5.25
R1561:S014, 黑眼豆豆冰淇淋不错。, 黑眼豆豆冰淇淋, 6.00, 5.50
R1562:S000, 餐厅位在东岸停车场的三楼非常好找。, 餐厅, 6.38, 6.62
R1562:S004, 餐厅装潢还不错。, 餐厅装潢, 6.00, 5.25
R1562:S005, 餐点很多元。, 餐点, 6.00, 5.88
R1562:S006, 餐点做得蛮可口的。, 餐点, 6.50, 5.88
R1562:S008, 牛排口感超乎想像的好吃。, 牛排口感, 6.88, 7.12
R1562:S009, 牛排口感软韧新鲜。, 牛排口感, 6.25, 5.62
R1562:S010, 饮料也算大杯。, 饮料, 5.70, 5.30
R1562:S020, 披萨和意大利面也很可口。, 披萨, 6.25, 5.50
R1562:S020, 披萨和意大利面也很可口。, 意大利面, 6.25, 5.50
R1563:S008, 意大利面份量很大。, 意大利面份量, 6.17, 5.83
R1563:S010, 意大利面口味不错。, 意大利面口味, 6.00, 5.17
R1563:S011, 副餐沙拉也很大份。, 副餐沙拉, 6.50, 6.50
R1564:S002, 以目前的物价来说餐点CP值算是很高。, 餐点CP值, 6.80, 6.50
R1564:S003, 餐点皆有一定的水准。, 餐点, 6.50, 6.62
R1565:S001, 意大利面口味很有层次。, 意大利面口味, 6.50, 6.00
R1565:S003, 干贝舞鲜虾非常好吃。, 干贝舞鲜虾, 6.67, 6.50
R1565:S007, 餐厅气氛悠闲。, 餐厅气氛, 5.50, 5.17
R1566:S000, 出餐速度很快。, 出餐速度, 6.12, 6.25
R1566:S004, 餐点的口味上个人觉得不错。, 餐点的口味, 5.62, 5.38
R1567:S000, 凯撒生菜沙拉的炸鸡太油腻。, 炸鸡, 3.20, 5.60
R1567:S002, 明太子起士披萨不错。, 明太子起士披萨, 5.67, 5.50
R1567:S003, 蜂蜜起士很香浓。, 蜂蜜起士, 6.50, 6.17
R1567:S004, 鲜奶茶不会太甜很不错。, 鲜奶茶, 5.75, 5.25
R1567:S005, 最惊艳的是义式香料手扒鸡。, 义式香料手扒鸡, 6.50, 6.17
R1567:S007, 台东土鸡吃起来真的很Q弹多汁。, 台东土鸡, 6.38, 6.12
R1567:S008, 香料入味皮也烤的很脆。, 香料, 6.50, 6.00
R1567:S008, 香料入味皮也烤的很脆。, 皮, 6.17, 5.83
R1567:S009, 好久没有吃到这么好吃的手扒鸡了。, 手扒鸡, 6.75, 6.38
R1567:S012, 店柜台两位先生服务态度都很好。, 服务态度, 6.00, 5.75
R1568:S001, 食材新鲜。, 食材, 5.88, 5.25
R1568:S002, 食材份量足。, 食材份量, 6.00, 5.33
R1568:S007, 红柑狮鱼好吃。, 红柑狮鱼, 6.00, 5.62
R1568:S012, 清蒸活虾味道很好吃。, 清蒸活虾味道, 6.62, 6.12
R1568:S013, 鱼头也够酥。, 鱼头, 6.25, 5.88
R1569:S011, 餐厅厕所也干净。, 餐厅厕所, 6.17, 5.33
R1569:S014, 推荐玉米鸡活虾料理。, 玉米鸡活虾料理, 6.30, 6.50
R1570:S011, 海鲜口感鲜美。, 海鲜口感, 6.17, 5.50
R1570:S012, 海鲜口感令人回味无穷。, 海鲜口感, 6.62, 6.38
R1570:S014, 餐厅内部宽敞明亮。, 餐厅, 6.00, 5.62
R1570:S017, 餐厅的服务人员的服务亲切周到。, 服务人员的服务, 6.50, 6.25
R1571:S000, 餐厅海鲜都非常新鲜。, 海鲜, 6.50, 5.75
R1571:S001, 白斩鸡也选用上等的。, 白斩鸡, 6.50, 5.50
R1571:S009, 餐点都很好吃。, 餐点, 6.75, 6.38
R1572:S039, 餐点不难吃。, 餐点, 5.50, 5.00
R1572:S040, 米糕不软烂。, 米糕, 5.30, 5.20
R1572:S044, 乌参也很够味。, 乌参, 6.00, 5.50
R1572:S045, 乌参份量很多。, 乌参份量, 6.00, 5.67
R1573:S003, 餐点在水准之上。, 餐点, 6.20, 6.00
R1574:S002, 凉菜感觉没什么料。, 凉菜, 4.00, 5.00
R1574:S004, 红𫊻米糕味道偏淡。, 红𫊻米糕味道, 4.67, 4.33
R1574:S007, 唯一好吃的是龙虾沙拉吧。, 龙虾沙拉, 5.88, 5.50
R1576:S003, 只有佛跳墙个人不太喜欢。, 佛跳墙, 4.00, 5.25
R1576:S004, 炸虾非常好吃。, 炸虾, 7.00, 6.88
R1576:S008, 且马铃薯沙拉很棒。, 马铃薯沙拉, 6.50, 6.50
R1576:S010, 奶酪口感滑顺。, 奶酪口感, 6.17, 5.83
R1576:S011, 奶酪甜而不腻。, 奶酪, 6.38, 6.00
R1576:S012, 奶酪真的很好吃。, 奶酪, 6.88, 6.25
R1578:S000, 海鲜料理新鲜。, 海鲜料理, 6.17, 5.50
R1580:S004, 但用餐环境有一定水准。, 用餐环境, 6.25, 5.25
R1583:S010, 这次是最糟糕的菜色。, 菜色, 2.67, 5.33
R1586:S000, 餐点不好吃。, 餐点, 4.00, 4.25
R1586:S001, 餐点cp值差。, 餐点cp值, 3.17, 5.00
R1586:S002, 重点是服务人员态度非常差劲。, 服务人员态度, 2.62, 6.25
R1587:S010, 餐点口味敝人觉得不错。, 餐点口味, 5.75, 5.25
R1587:S011, 餐点价钱上也合理。, 餐点价钱, 5.62, 5.00
R1588:S000, 炸鳕鱼肝风味不错。, 炸鳕鱼肝风味, 5.50, 5.33
R1588:S001, 鱿鱼口感酥脆。, 鱿鱼口感, 6.00, 5.25
R1588:S004, 牛小排丼饭牛小排份量多。, 牛小排份量, 6.00, 5.38
R1588:S005, 有点可惜是牛肉肉质不优。, 牛肉肉质, 4.25, 5.00
R1588:S010, 烤栉瓜调味不错。, 烤栉瓜调味, 6.00, 5.50
R1589:S007, 海鲜丼饭价格算是平价。, 海鲜丼饭价格, 5.67, 4.83
R1589:S012, 牛肉丼饭吃起来不是很好吃。, 牛肉丼饭, 3.67, 4.33
R1589:S013, 泡菜乌龙面还不错。, 泡菜乌龙面, 5.70, 5.30
R1589:S014, 泡菜乌龙面份量也很足够。, 泡菜乌龙面份量, 6.17, 6.17
R1589:S015, 店内生意不错。, 店内生意, 6.00, 5.50
R1589:S019, 味噌汤的品质真的不佳。, 味噌汤的品质, 4.00, 5.75
R1590:S007, 炸豆腐外皮酥酥。, 炸豆腐外皮, 6.17, 5.67
R1590:S008, 炸豆腐的里面嫩嫩的。, 炸豆腐的里面, 5.88, 5.62
R1590:S009, 羊肉好厉害。, 羊肉, 6.33, 6.33
R1590:S010, 羊肉没有羊骚味有机会还想在来吃一次。, 羊肉, 5.50, 5.25
R1591:S008, 烤鱿鱼的味道不错。, 烤鱿鱼的味道, 5.62, 5.12
R1592:S002, 招牌海鲜cp值高。, 招牌海鲜cp值, 6.62, 5.88
R1592:S008, 鱼肉新鲜。, 鱼肉, 6.00, 5.00
R1592:S014, 烤串肉量不少。, 烤串肉量, 5.75, 5.50
R1592:S015, 天使红虾肉质鲜甜。, 天使红虾肉质, 5.88, 5.50
R1592:S017, 烤串是这趟最好吃的。, 烤串, 6.67, 6.33
R1592:S030, 很平价的日式料理店。, 日式料理店, 5.83, 5.50
R1593:S002, 鸡肉串肉质很硬。, 鸡肉串肉质, 3.83, 6.50
R1593:S004, 海鲜丼不太新鲜。, 海鲜丼, 3.20, 5.10
R1594:S000, 招牌丼饭比较小碗。, 招牌丼饭, 4.75, 5.00
R1594:S007, 当天醋饭有点干。, 醋饭, 4.50, 5.00
R1595:S001, 但店员态度不佳。, 店员态度, 4.00, 5.00
R1596:S012, 鱼肝沙拉口感不错。, 鱼肝沙拉口感, 5.75, 5.50
R1596:S016, 鲑鱼亲子丼及鲔鱼丼都不错。, 鲑鱼亲子丼, 6.00, 5.25
R1596:S016, 鲑鱼亲子丼及鲔鱼丼都不错。, 鲔鱼丼, 6.00, 5.25
R1597:S004, 猪排皮有点软掉了。, 猪排皮, 4.67, 5.50
R1597:S006, 饭上的酱汁没有层次。, 饭上的酱汁, 3.88, 5.12
R1598:S000, 料理价格平实。, 料理价格, 5.50, 5.00
R1598:S001, 可惜的是醋饭口味不佳。, 醋饭口味, 3.90, 5.40
R1598:S002, 饭体偏冷。, 饭体, 4.25, 5.12
R1598:S003, 除海鲜部分之配菜口味诡异。, 配菜口味, 3.38, 5.38
R1598:S006, 照烧烤鸡腿肉质尚可。, 照烧烤鸡腿肉质, 5.12, 5.12
R1598:S007, 可惜照烧烤鸡腿调味不佳。, 烧烤鸡腿调味, 4.12, 5.50
R1598:S012, 鱼肉本身算是新鲜。, 鱼肉, 5.88, 5.50
R1599:S002, 99元生鱼片真的很便宜。, 生鱼片, 6.17, 5.50
R1599:S006, 醋饭真的不ok。, 醋饭, 4.25, 5.75
R1599:S010, 猪排饭还不错。, 猪排饭, 5.75, 5.50
R1599:S012, 而他的炸豆腐超级推。, 炸豆腐, 6.75, 7.25
R1601:S001, 味噌汤味道觉得咸，没什么层次感。, 味噌汤味道, 3.92, 5.42
R1601:S009, 天丼口感算不错。, 天丼口感, 6.00, 5.50
R1601:S015, 烤现流鱼丼饭蛮好吃的。, 烤现流鱼丼饭, 6.00, 5.75
R1603:S002, 鱼肉刺身厚薄不一。, 鱼肉刺身, 4.62, 5.12
R1603:S003, 还好刺身新鲜度还可以。, 刺身新鲜度, 5.38, 5.12
R1607:S000, 锅烧乌龙面面条煮烂了不好吃。, 锅烧乌龙面面条, 4.12, 5.38
R1607:S002, 海鲜丼饭的虾子感觉不够新鲜。, 海鲜丼饭的虾子, 3.83, 6.17
R1608:S016, 鱿鱼螺肉蒜是里面相对没那么好吃的菜色。, 鱿鱼螺肉蒜, 3.50, 6.00
R1610:S006, 山海豪华拼盘很有特色。, 山海豪华拼盘, 6.50, 6.38
R1610:S008, 特别是里面的甘蔗熏鸡我很喜欢。, 甘蔗熏鸡, 6.50, 6.12
R1610:S009, 鲍鱼佛跳墙汤头很鲜甜。, 鲍鱼佛跳墙汤头, 6.62, 6.12
R1610:S010, 佛跳墙用料丰富。, 佛跳墙用料, 6.50, 6.12
R1610:S011, 挂炉烧鸡皮很脆口。, 挂炉烧鸡皮, 6.12, 5.50
R1610:S012, 鸡胸肉有点柴。, 鸡胸肉, 4.25, 4.88
R1610:S015, 干烧明虾风味鲜甜。, 干烧明虾风味, 6.00, 5.33
R1610:S019, 石斑鱼海味十足。, 石斑鱼海味, 6.38, 6.38
R1610:S024, 海鲜水平很高。, 海鲜水平, 6.50, 6.17
R1611:S008, 甜美丰盈的肉质带来满足。, 肉质, 6.50, 6.25
R1611:S009, 另外甜点的凤梨芋泥也十分好吃。, 凤梨芋泥, 6.67, 6.33
R1612:S002, 最令人惊艳的是太平町玫瑰虾。, 太平町玫瑰虾, 7.00, 7.00
R1612:S006, 先品尝脆皮的美味，其次品尝鸡肉的美味。, 脆皮, 5.50, 5.12
R1612:S006, 先品尝脆皮的美味，其次品尝鸡肉的美味。, 鸡肉, 5.50, 5.12
R1612:S012, 煎的酥脆的外皮。, 外皮, 6.00, 5.38
R1612:S016, 米糕很够味。, 米糕, 6.50, 6.00
R1612:S018, 咸蛋四宝汤用料实在。, 咸蛋四宝汤用料, 6.33, 6.00
R1612:S022, 可以享受牛脸颊肉的美味。, 牛脸颊肉, 6.62, 6.38
R1612:S024, 凤梨金枣芋泥口味精致。, 凤梨金枣芋泥口味, 6.00, 5.17
R1613:S004, 食材高档。, 食材, 6.00, 5.38
R1614:S003, 味道也有多种层次。, 味道, 6.38, 6.12
R1615:S002, 不仅菜色很精致，口味也很清淡爽口。, 菜色, 6.12, 5.88
R1615:S002, 不仅菜色很精致，口味也很清淡爽口。, 口味, 6.25, 6.12
R1615:S010, 菜色当中最受我喜欢的是香菇鸡汤。, 香菇鸡汤, 6.00, 4.75
R1617:S030, 感觉餐厅服务有点不到位。, 餐厅服务, 4.17, 5.50
R1617:S057, 主厨精选拼盘味道不错。, 主厨精选拼盘味道, 5.80, 5.20
R1617:S060, 绿竹笋沙拉这个十分惊艳。, 绿竹笋沙拉, 6.50, 6.25
R1617:S061, 绿竹笋爽脆多汁。, 绿竹笋, 6.25, 5.88
R1617:S066, 凤梨的味道不太突出。, 凤梨的味道, 4.83, 5.33
R1617:S069, 口感还是挺软绵。, 口感, 6.25, 6.00
R1617:S079, 剥皮鱼肉质厚实。, 剥皮鱼肉质, 6.00, 5.50
R1617:S095, 鱼肉不算很滑嫩。, 鱼肉, 4.75, 5.12
R1617:S097, 滑豆腐很温润。, 滑豆腐, 6.17, 5.50
R1617:S098, 古早味炒米粉这道是最期待的菜。, 古早味炒米粉, 6.50, 6.00
R1617:S102, 配料比想像中多。, 配料, 6.25, 5.62
R1617:S109, 东方美人茶银耳蜜珍珠这款甜品很惊艳。, 东方美人茶银耳蜜珍珠, 7.00, 6.50
R1617:S110, 东方美人茶银耳蜜珍珠很润喉很顺口。, 东方美人茶银耳蜜珍珠, 6.75, 6.12
R1617:S111, 水果本身品质已不错。, 水果, 5.80, 5.30
R1618:S010, 葱烧猪肋排肉身很柴。, 葱烧猪肋排肉身, 4.62, 4.62
R1618:S012, 乌鱼子炒饭水份过多。, 乌鱼子炒饭水份, 4.38, 5.12
R1618:S020, 炒水莲调味方面非常平淡。, 炒水莲调味, 4.75, 5.00
R1619:S015, 餐点味道都符合预期。, 餐点味道, 5.62, 5.38
R1621:S003, 猪肋排很软。, 猪肋排, 6.62, 6.12
R1621:S006, 五柳枝调味很好吃，但赤鯮略微偏硬。, 五柳枝调味, 6.25, 6.50
R1621:S006, 五柳枝调味很好吃，但赤鯮略微偏硬。, 赤鯮, 4.25, 4.75
R1621:S008, 海鲜米糕很新鲜。, 海鲜米糕, 6.12, 5.62
R1621:S009, 螺肉蒜跟一般偏甜口味不一样我个人很喜欢。, 螺肉蒜, 6.38, 6.25
R1621:S013, 饭后的水果非常甜，甜点也很棒。, 水果, 6.83, 6.83
R1621:S013, 饭后的水果非常甜，甜点也很棒。, 甜点, 6.67, 6.17
R1622:S009, 就算是炸物也不油腻。, 炸物, 5.67, 5.33
R1622:S015, 口感像是麻糬甜汤一样很不错。, 口感, 5.75, 5.38
R1624:S008, 菜色表现都算不错。, 菜色表现, 5.67, 5.50
R1624:S009, 最令我印象深刻的是蓬莱阁葱㸆猪肋排。, 蓬莱阁葱㸆猪肋排, 6.50, 6.33
R1624:S010, 猪肋排酱汁入味。, 猪肋排酱汁, 5.75, 5.25
R1624:S017, 佛跳墙汤底够厚实但不混浊配料丰富。, 佛跳墙汤底, 5.75, 5.12
R1624:S017, 佛跳墙汤底够厚实但不混浊配料丰富。, 配料, 6.25, 5.50
R1627:S012, 里面让人觉得比较没那么惊艳的是他的甜点。, 甜点, 4.88, 5.00
R1628:S007, 餐点很精致。, 餐点, 6.12, 5.50
R1628:S012, 但我对餐点的印象真是不太好。, 餐点的印象, 3.67, 6.33
R1629:S008, 但餐点价钱也不平价。, 餐点价钱, 4.12, 5.50
R1630:S007, 而且菜品选择多。, 菜品选择, 5.88, 5.38
R1630:S009, 餐厅厕所也干净。, 餐厅厕所, 5.75, 5.25
R1631:S004, 汉堡肉咬下去都是筋超难咬。, 汉堡肉, 3.50, 5.67
R1631:S006, 而且汉堡一整个很没有味道。, 汉堡, 4.12, 5.50
R1631:S007, 不过早午餐的热压吐司不错吃可以点。, 热压吐司, 6.38, 5.88
R1631:S008, 加购的套餐浓汤很好喝。, 套餐浓汤, 6.25, 6.50
R1631:S010, 油醋沙拉好吃。, 油醋沙拉, 6.50, 5.88
R1632:S012, 牛排熟度也是刚刚好的。, 牛排熟度, 5.50, 5.00
R1634:S001, 餐点没有特别惊艳的地方。, 餐点, 4.62, 5.25
R1634:S002, 意大利面弹牙好吃。, 意大利面, 6.67, 6.00
R1634:S006, 但是餐厅的沙发感觉不是很干净。, 餐厅的沙发, 4.38, 5.12
R1635:S007, 炖饭的虾子很新鲜。, 虾子, 6.12, 5.88
R1635:S008, 浓汤浓郁好喝。, 浓汤, 6.50, 6.25
R1635:S010, 德国猪脚没有特别惊艳。, 德国猪脚, 5.25, 5.00
R1635:S011, 儿童乐园的蜜糖吐司非常的好吃。, 儿童乐园的蜜糖吐司, 7.00, 6.88
R1635:S013, 蔓越莓气泡饮还不错喝。, 蔓越莓气泡饮, 6.00, 5.50
R1636:S009, 餐厅人员服务有待加强。, 餐厅人员服务, 3.83, 5.00
R1637:S005, 餐点种类非常多样。, 餐点种类, 6.33, 6.17
R1637:S010, 低温慢烤美式酱烧猪肋排超大份。, 低温慢烤美式酱烧猪肋排, 6.50, 6.00
R1637:S011, 低温慢烤美式酱烧猪肋排烤的骨肉分离酱汁也够味。, 低温慢烤美式酱烧猪肋排, 6.00, 5.17
R1637:S011, 低温慢烤美式酱烧猪肋排烤的骨肉分离酱汁也够味。, 酱汁, 6.00, 5.17
R1638:S003, 点了鸭胸意大利面跟松阪猪炖饭感觉还不错。, 鸭胸意大利面, 5.67, 5.33
R1638:S003, 点了鸭胸意大利面跟松阪猪炖饭感觉还不错。, 松阪猪炖饭, 5.67, 5.33
R1638:S006, 让我喜欢的是炖饭。, 炖饭, 6.00, 5.62
R1638:S007, 炖饭口味刚刚好。, 炖饭口味, 5.50, 5.12
R1638:S008, 松阪猪好吃。, 松阪猪, 6.25, 5.50
R1639:S028, 生菜清脆甘甜。, 生菜, 6.38, 6.12
R1639:S031, 这间咖啡厅空间真的很大。, 空间, 6.17, 6.17
R1640:S000, 咖啡厅人员服务态度都还不错。, 服务态度, 6.00, 5.62
R1641:S001, 非常推荐香煎舒肥履历猪战斧。, 香煎舒肥履历猪战斧, 7.00, 7.12
R1641:S002, 松子罗勒青酱鸭胸意大利面非常好吃。, 松子罗勒青酱鸭胸意大利面, 7.00, 6.67
R1641:S003, 而且餐厅气氛很棒。, 餐厅气氛, 6.33, 6.50
R1641:S004, 但餐厅服务人员的态度真的是欠佳。, 餐厅服务人员的态度, 3.12, 5.00
R1642:S006, 点了龙虾虾膏干贝炖饭不错吃。, 龙虾虾膏干贝炖饭, 6.00, 5.67
R1642:S009, 大虾风味不错。, 大虾风味, 5.75, 5.50
R1642:S010, 干贝也蛮好吃的。, 干贝, 6.00, 5.70
R1642:S011, 但炖饭就有些腻口。, 炖饭, 4.50, 4.75
R1642:S012, 炖饭份量也算多。, 炖饭份量, 5.88, 5.12
R1643:S004, 前菜点的鸡翅味道入味好吃。, 鸡翅味道, 5.88, 5.38
R1643:S008, 清炒辣蛤蜊意大利面好吃。, 清炒辣蛤蜊意大利面, 5.88, 5.50
R1643:S011, 不过意大利面味道都蛮不错的。, 意大利面味道, 6.00, 5.25
R1643:S012, 炖饭也很有层次。, 炖饭, 6.12, 5.62
R1643:S015, 松饼原料是都还蛮不错的。, 松饼原料, 6.00, 5.33
R1645:S002, 海陆大拼盘超级澎湃。, 海陆大拼盘, 7.00, 7.00
R1645:S011, 香煎鲑鱼肉口感软嫩。, 香煎鲑鱼肉口感, 5.88, 5.50
R1645:S012, 面体煮得很刚好。, 面体, 6.00, 6.25
R1645:S014, 整体来说餐厅环境相当清幽。, 餐厅环境, 6.25, 5.62
R1646:S011, 餐点品项丰富。, 餐点品项, 6.00, 5.70
R1646:S019, 尤其主餐份量很大。, 主餐份量, 6.00, 5.50
R1646:S025, 尤其汉堡觉得超美味。, 汉堡, 7.30, 7.20
R1647:S009, 店家调味我个人吃起来较不合口味。, 调味, 4.00, 5.62
R1647:S010, 红酱海鲜披蕯的饼皮很薄脆。, 红酱海鲜披蕯的饼皮, 6.17, 6.00
R1648:S012, 餐点用料满满。, 餐点用料, 6.50, 5.50
R1648:S014, 餐点物超所值。, 餐点, 6.50, 6.00
R1649:S003, 酥皮浓汤非常好喝。, 酥皮浓汤, 6.83, 7.00
R1649:S005, 主餐意大利面让我太惊艳了。, 意大利面, 7.00, 7.00
R1649:S007, 面条软硬度我超爱。, 面条软硬度, 7.00, 6.88
R1649:S008, 虾子也好新鲜。, 虾子, 6.17, 5.83
R1649:S012, 义式冰奶茶非常顺口好喝。, 义式冰奶茶, 7.00, 6.83
R1650:S005, 清汤口感层次丰富。, 清汤口感层次, 6.12, 5.62
R1650:S007, 今天的点的主餐火烤墨鱼顿饭超好吃。, 火烤墨鱼顿饭, 7.17, 7.00
R1650:S014, 墨鱼的火烤香气闻起来就非常开胃。, 墨鱼的火烤香气, 6.75, 6.38
R1650:S015, 光是切开就知道墨鱼的鲜嫩。, 墨鱼, 6.20, 6.00
R1650:S021, 饭粒口感爽口不腻。, 饭粒口感, 6.33, 5.67
R1651:S001, 桂圆红枣茶真的有够甜。, 桂圆红枣茶, 6.25, 6.25
R1651:S002, 水果茶也很甜。, 水果茶, 6.25, 6.38
R1651:S006, 吃的方面墨鱼火烤好吃。, 墨鱼, 5.88, 5.12
R1651:S007, 干贝更好吃。, 干贝, 6.75, 6.12
R1651:S008, 酥皮浓汤我觉得满分。, 酥皮浓汤, 7.50, 6.75
R1652:S000, 青酱蛤蜊意大利面是我非常推荐的菜色之一。, 青酱蛤蜊意大利面, 6.62, 6.62
R1652:S001, 面条做得非常软嫩。, 面条, 6.25, 5.75
R1652:S003, 海鲜焗饭味道非常开胃。, 海鲜焗饭味道, 6.75, 6.62
R1652:S004, 上面的海鲜非常新鲜。, 海鲜, 6.50, 6.12
R1652:S005, 焗饭的味道也非常香。, 焗饭的味道, 6.75, 6.75
R1652:S006, 整道菜非常有层次感。, 整道菜, 6.62, 6.50
R1652:S009, 甜点焦糖布丁非常浓郁。, 焦糖布丁, 6.50, 6.33
R1652:S010, 焦糖布丁口感非常滑顺。, 焦糖布丁口感, 6.62, 6.25
R1652:S015, 托斯卡尼尼意大利餐厅服务非常周到。, 服务, 6.50, 6.25
R1653:S002, 独家的鲔鱼抹酱超好吃。, 鲔鱼抹酱, 7.50, 7.25
R1653:S003, 松露炖饭好吃。, 松露炖饭, 6.50, 5.67
R1653:S005, 浓汤也是很好吃。, 浓汤, 6.67, 6.17
R1653:S006, 我觉得餐厅气氛很不错。, 餐厅气氛, 6.62, 6.50
R1653:S008, 鲔鱼酱实在太好吃了。, 鲔鱼酱, 7.75, 7.50
R1656:S003, 炸鱼条的呈现令人失望。, 炸鱼条, 3.17, 5.83
R1656:S004, 炸鱼条油耗味重到盖过食材味道。, 炸鱼条油耗味, 3.33, 4.83
R1659:S001, 托斯卡尼尼餐点品质都还不错。, 餐点品质, 6.25, 6.00
R1659:S003, 干贝海鲜意大利面很喜欢。, 干贝海鲜意大利面, 6.75, 6.38
R1659:S004, 面条有入味。, 面条, 6.12, 5.50
R1659:S006, 托斯卡尼尼服务态度很好。, 服务态度, 6.50, 6.17
R1662:S000, 餐厅环境舒适明亮。, 餐厅环境, 6.00, 5.17
R1662:S004, 主餐的深海墨鱼墨汁意大利面用料实在。, 深海墨鱼墨汁意大利面用料, 6.00, 5.67
R1662:S005, 美中不足的是鱿鱼很咸。, 鱿鱼, 4.38, 5.25
R1665:S006, 意大利面和炖饭表现都很不错。, 意大利面, 6.00, 5.50
R1665:S006, 意大利面和炖饭表现都很不错。, 炖饭, 6.00, 5.50
R1665:S007, 面包每次都烤得酥脆。, 面包, 6.00, 5.50
R1665:S009, 沙拉菜叶都蛮新鲜的。, 沙拉菜叶, 6.17, 6.17
R1665:S011, 另外每次来都必点就是他家的酥皮浓汤。, 酥皮浓汤, 6.50, 6.25
R1665:S012, 酥皮外层有如饼干般酥脆。, 酥皮外层, 6.17, 5.17
R1665:S019, 而且甜点意外地很不错。, 甜点, 6.25, 5.75
R1665:S022, 餐点味道很不错。, 餐点味道, 6.62, 6.38
R1666:S009, 食物品质无雷。, 食物品质, 5.38, 4.88
R1667:S001, 手工面包好吃。, 手工面包, 6.50, 5.67
R1667:S002, 青酱意大利面面条很难咬。, 面条, 3.83, 6.50
R1667:S003, 青酱有点太油。, 青酱, 4.00, 5.30
R1667:S004, 焗烤海鲜饭白酱水水的。, 白酱, 4.00, 5.50
R1667:S008, 起司蛋糕很干硬。, 起司蛋糕, 3.80, 5.20
R1668:S013, 我喜欢红咖喱烧猪排。, 红咖喱烧猪排, 6.38, 5.75
R1668:S016, 肉很入味。, 肉, 6.62, 6.75
R1669:S004, 热茶还不错。, 热茶, 5.50, 5.50
R1669:S006, 这次点大阪烧猪排还满好吃的。, 大阪烧猪排, 5.88, 5.38
R1669:S008, 肉质还算不错。, 肉质, 6.00, 5.17
R1669:S011, 餐点价格略略小贵。, 餐点价格, 4.33, 5.17
R1670:S002, 高丽菜很好吃。, 高丽菜, 6.50, 6.00
R1670:S003, 焗烤咖喱猪排蛮好吃的。, 焗烤咖喱猪排, 6.33, 6.00
R1670:S004, 荞麦面Q弹。, 荞麦面, 6.00, 5.38
R1670:S006, 味噌汤味道不是很好。, 味噌汤味道, 4.00, 5.50
R1671:S004, 茶碗蒸有够水。, 茶碗蒸, 3.75, 5.88
R1671:S007, 猪排的表现算标准。, 猪排的表现, 5.62, 5.38
R1671:S008, 炸物炸的难吃。, 炸物, 2.83, 6.67
R1671:S009, 唯一推荐味噌汤。, 味噌汤, 6.38, 6.12
R1671:S020, 餐厅服务真的是太积极了。, 餐厅服务, 6.50, 6.50
R1672:S005, 荞麦冷面很有弹性。, 荞麦冷面, 6.00, 5.62
R1672:S007, 但猪排炸的有些偏老。, 猪排, 4.38, 5.50
R1673:S007, 餐厅略显服务不够周到。, 服务, 4.50, 5.25
R1673:S008, 鸡排及猪排都炸的很酥脆。, 鸡排, 6.67, 6.33
R1673:S008, 鸡排及猪排都炸的很酥脆。, 猪排, 6.50, 6.33
R1674:S000, 高丽菜丝新鲜好吃。, 高丽菜丝, 6.00, 5.33
R1674:S003, 荞麦面口感有嚼劲。, 荞麦面口感, 5.62, 5.25
R1674:S005, 猪排肉质有点太老了。, 猪排肉质, 4.00, 5.50
R1674:S006, 红咖喱一点也不浓郁。, 红咖喱, 3.62, 5.62
R1674:S008, 蒸蛋也没什么味道。, 蒸蛋, 4.50, 4.67
R1674:S009, 味增汤还算不错。, 味增汤, 5.67, 5.33
R1674:S010, 最后草莓寒天冻很好吃。, 草莓寒天冻, 6.83, 6.33
R1675:S007, 鸡排炸的刚好。, 鸡排, 6.00, 5.00
R1675:S008, 猪排酥脆不失软嫩。, 猪排, 6.33, 6.00
R1675:S011, 拉面汤头赞，面条也Q。, 拉面汤头, 6.50, 5.50
R1675:S011, 拉面汤头赞，面条也Q。, 面条, 5.75, 5.00
R1676:S009, 高丽菜丝真的不是很爱。, 高丽菜丝, 3.80, 5.30
R1676:S010, 相扑火锅没有很惊艳。, 相扑火锅, 4.00, 5.50
R1676:S011, 还是推荐大家吃猪排餐。, 猪排餐, 6.25, 5.50
R1679:S002, 厚切炸猪排的猪排大块。, 厚切炸猪排, 5.88, 5.25
R1679:S004, 高丽菜丝有爽脆。, 高丽菜丝, 6.17, 6.00
R1679:S005, 白饭也蛮好吃。, 白饭, 6.67, 6.17
R1679:S009, 甜点味道都太淡。, 甜点味道, 4.25, 5.00
R1680:S003, 猪排够厚。, 猪排, 6.00, 5.17
R1680:S005, 可惜蒸蛋味道太淡。, 蒸蛋味道, 4.33, 4.83
R1680:S006, 味噌汤料很多。, 味噌汤料, 6.25, 6.00
