ID, Sentence, Aspect, Valence_Mean, Arousal_Mean
R2750:S016, 蟹肉羹有點太甜了吧，還行。, 蟹肉羹, 4.50, 5.50
R2750:S018, 鱔魚意麵偏酸的鱔魚麵，意麵與鱔魚口感都有點軟。, 鱔魚意麵, 4.67, 5.17
R2750:S018, 鱔魚意麵偏酸的鱔魚麵，意麵與鱔魚口感都有點軟。, 意麵, 4.67, 4.67
R2750:S018, 鱔魚意麵偏酸的鱔魚麵，意麵與鱔魚口感都有點軟。, 鱔魚口感, 4.67, 4.67
R2750:S022, 桂花冬瓜檸檬先是桂花的香氣再來是冬瓜的香甜最後檸檬尾韻做結尾，很有層次很好喝。, 桂花冬瓜檸檬, 6.50, 6.00
R2750:S026, 龍膽石斑五柳枝也是很甜的一道，喜歡好吃的香菇。, 龍膽石斑五柳枝, 6.00, 5.50
R2750:S026, 龍膽石斑五柳枝也是很甜的一道，喜歡好吃的香菇。, 香菇, 6.50, 5.50
R2750:S029, 瑤柱酥娃娃菜不錯，有一些瑤柱的味道與高湯鮮香。, 瑤柱酥娃娃菜, 5.83, 5.50
R2750:S029, 瑤柱酥娃娃菜不錯，有一些瑤柱的味道與高湯鮮香。, 高湯, 6.17, 5.83
R2750:S031, 甜湯芋頭有點硬，其他都好。, 芋頭, 4.17, 5.17
R2750:S033, 杏仁粉粿是亮點，好吃。, 杏仁粉粿, 6.42, 5.92
R2751:S002, 菜是精緻好吃的，但比較缺乏驚艷感。, 菜, 5.38, 6.12
R2751:S005, 鱔魚非常脆口新鮮。, 鱔魚, 6.19, 5.94
R2751:S006, 烏魚子炒飯也好吃，但烏魚子切的有夠迷你。, 烏魚子炒飯, 6.50, 5.67
R2751:S006, 烏魚子炒飯也好吃，但烏魚子切的有夠迷你。, 烏魚子, 4.33, 5.33
R2751:S008, 避風塘蝦炸過頭，失去了蝦的甜味有點可惜。, 避風塘蝦, 4.42, 5.08
R2752:S010, 紅蟳米糕紅蟳的鮮味跟米糕的Q度，都是我喜歡的。, 紅蟳的鮮味, 6.12, 5.50
R2752:S010, 紅蟳米糕紅蟳的鮮味跟米糕的Q度，都是我喜歡的。, 米糕的Q度, 6.00, 5.62
R2752:S018, 還有羹湯的部分我也超推的，超級古早味+烏醋=又變成另一種味道。, 羹湯, 7.00, 7.25
R2753:S002, 扁魚白菜比較一般，沒什麼記憶點。, 扁魚白菜, 4.94, 5.38
R2753:S004, 避風塘金沙肋排意外的好吃，同桌友人大家都讚不絕口。, 避風塘金沙肋排, 6.94, 6.81
R2753:S006, 其他菜色也都很不錯，最後一道甜湯味道也很棒。, 菜色, 6.50, 6.00
R2753:S006, 其他菜色也都很不錯，最後一道甜湯味道也很棒。, 甜湯味道, 6.50, 6.00
R2754:S001, 用餐環境乾淨不會有油膩味。, 用餐環境, 6.00, 5.75
R2755:S009, 每一道主菜都驚豔，連飯後的甜品都好吃。, 主菜, 6.83, 6.83
R2755:S009, 每一道主菜都驚豔，連飯後的甜品都好吃。, 甜品, 6.00, 5.83
R2756:S010, 黃色像蛋的食物很難下嚥，吃起來有點像狗罐頭的味道。, 食物, 3.00, 5.60
R2756:S011, 其他菜色中規中矩不難吃，但也沒有特別驚艷。, 菜色, 5.00, 5.00
R2756:S012, 紅燒魚翅跟炒鱔魚很酸，不知道是本來的特色就是酸還是醋不用錢。, 紅燒魚翅, 4.33, 4.50
R2756:S012, 紅燒魚翅跟炒鱔魚很酸，不知道是本來的特色就是酸還是醋不用錢。, 炒鱔魚, 4.33, 4.50
R2756:S013, 紅蟳米糕，紅蟳好吃米糕還好。, 紅蟳, 6.00, 5.00
R2756:S013, 紅蟳米糕，紅蟳好吃米糕還好。, 米糕, 5.50, 5.50
R2756:S014, 整個吃完表現最出色讓我最驚艷的一道菜，居然是虱目魚脆餅。, 虱目魚脆餅, 6.94, 7.06
R2757:S002, 紅蟳米糕很香且料超多。, 紅蟳米糕, 6.33, 5.83
R2757:S002, 紅蟳米糕很香且料超多。, 料, 6.33, 6.17
R2757:S003, 小菜拼盤中的蟳丸蝦棗北部沒看過很特別，有多種味道在口中爆發。, 蟳丸, 6.67, 6.00
R2757:S003, 小菜拼盤中的蟳丸蝦棗北部沒看過很特別，有多種味道在口中爆發。, 蝦棗, 6.67, 6.00
R2757:S004, 平常不太碰的豬心都好好吃。, 豬心, 6.62, 6.38
R2757:S006, 甜湯必點，充滿杏仁香氣。, 甜湯, 7.00, 7.50
R2757:S009, 鮑魚干貝豬肚實在太多了，湯頭也好好喝。, 鮑魚, 6.00, 5.67
R2757:S009, 鮑魚干貝豬肚實在太多了，湯頭也好好喝。, 干貝, 6.00, 5.67
R2757:S009, 鮑魚干貝豬肚實在太多了，湯頭也好好喝。, 豬肚, 6.00, 5.67
R2757:S009, 鮑魚干貝豬肚實在太多了，湯頭也好好喝。, 湯頭, 6.67, 6.33
R2757:S012, 炒鱔魚的魚料很鮮甜，雖然很飽了還是吃很多。, 炒鱔魚的魚料, 6.67, 6.00
R2757:S014, 甜點流沙包不只有可愛外表，味道上也十分用心。, 甜點流沙包, 6.00, 5.50
R2757:S014, 甜點流沙包不只有可愛外表，味道上也十分用心。, 味道, 6.50, 6.50
R2758:S003, 紅蟳米糕蟹黃飽滿，米香蟹鮮完美結合，身為餐廳的招牌餐點當之無愧。, 紅蟳米糕蟹黃, 6.00, 5.67
R2758:S003, 紅蟳米糕蟹黃飽滿，米香蟹鮮完美結合，身為餐廳的招牌餐點當之無愧。, 米, 5.83, 5.50
R2758:S003, 紅蟳米糕蟹黃飽滿，米香蟹鮮完美結合，身為餐廳的招牌餐點當之無愧。, 蟹, 5.83, 5.50
R2758:S006, 蟹肉手剝蝦羹鮮度滿分，調味鹹淡適中，無可挑剔的完美!, 蟹肉手剝蝦羹鮮度, 7.00, 7.75
R2758:S006, 蟹肉手剝蝦羹鮮度滿分，調味鹹淡適中，無可挑剔的完美!, 調味, 5.50, 5.00
R2758:S006, 蟹肉手剝蝦羹鮮度滿分，調味鹹淡適中，無可挑剔的完美!, 蟹肉手剝蝦羹, 7.00, 8.00
R2758:S009, 炒鱔魚這道菜不論視覺味覺都非常優秀，但調味是略偏甜的。, 炒鱔魚, 6.25, 6.00
R2758:S009, 炒鱔魚這道菜不論視覺味覺都非常優秀，但調味是略偏甜的。, 調味, 4.75, 5.25
R2758:S011, 三大招牌菜品均為無可挑剔的完美。, 招牌菜品, 7.62, 7.62
R2758:S013, 餐前小食-虱目魚脆餅也是非常好吃的小點。, 虱目魚脆餅, 6.75, 6.75
R2758:S015, 餐後甜湯和流沙包也很讓人驚艷。, 餐後甜湯, 7.12, 6.75
R2758:S015, 餐後甜湯和流沙包也很讓人驚艷。, 流沙包, 7.12, 6.75
R2760:S003, 紅蟳米糕紅蟳蛋偏乾，但油飯我覺得不膩口。, 紅蟳蛋, 4.25, 5.75
R2760:S003, 紅蟳米糕紅蟳蛋偏乾，但油飯我覺得不膩口。, 油飯, 5.75, 5.25
R2760:S008, 砂鍋鴨鴨肉軟嫩，湯頭清爽超好喝。, 砂鍋鴨鴨肉, 6.25, 5.75
R2760:S008, 砂鍋鴨鴨肉軟嫩，湯頭清爽超好喝。, 湯頭, 6.62, 6.12
R2762:S003, 我更愛的是他的炸大腸以及烏魚子炒飯。, 炸大腸, 6.38, 6.38
R2762:S003, 我更愛的是他的炸大腸以及烏魚子炒飯。, 烏魚子炒飯, 6.38, 6.38
R1543:S014, 所以我覺得他起司是好吃的。, 起司, 6.00, 5.33
R1544:S002, 子套餐牛肉吃起來有點老。, 子套餐牛肉, 4.25, 4.75
R1544:S005, 唯一覺得好吃的只有鮑魚。, 鮑魚, 6.38, 6.38
R1544:S008, 只能說餐點需要加強。, 餐點, 3.88, 4.62
R1545:S000, 首先餐廳的位置不錯。, 餐廳的位置, 5.75, 5.25
R1545:S007, 牛肝菌菇湯濃郁的口感。, 牛肝菌菇湯, 6.00, 5.33
R1545:S011, 幸好生菜爽脆的口感。, 生菜, 5.88, 5.38
R1545:S020, 干貝倒是還算新鮮。, 干貝, 6.00, 5.33
R1545:S022, 食材味道很棒。, 食材味道, 6.38, 5.88
R1545:S024, 主菜來說最不行的是牛肩。, 牛肩, 3.38, 6.38
R1545:S027, 牛小排倒是不錯。, 牛小排, 5.75, 5.50
R1545:S029, 我非常喜歡牛肝菌菇。, 牛肝菌菇, 7.00, 6.88
R1547:S000, 一開始的旗魚吃起來有些許腥味。, 旗魚, 3.83, 4.33
R1547:S002, 牡蠣吃起來有湯汁還不錯。, 牡蠣, 5.75, 5.25
R1547:S003, 但龍蝦就有點太老。, 龍蝦, 4.12, 4.75
R1547:S007, 餐廳外場人員服務很認真。, 餐廳外場人員服務, 6.50, 6.17
R1548:S000, 我點白酒海鮮燉飯算好吃。, 白酒海鮮燉飯, 5.88, 5.12
R1548:S001, 肋排有一點腥味。, 肋排, 4.00, 4.67
R1548:S004, 但上面的料真的少的可憐。, 料, 3.50, 6.00
R1548:S008, 這間餐廳服務員態度很好。, 餐廳服務員態度, 6.50, 6.33
R1549:S000, 手作Pizza還蠻讓人驚艷的。, 手作Pizza, 6.12, 6.00
R1549:S001, 餅皮麵香十足。, 餅皮麵香, 5.75, 5.25
R1549:S002, 餅皮口感香脆。, 餅皮口感, 6.17, 5.83
R1549:S004, 披薩上的用料也給的大方。, 披薩上的用料, 6.17, 5.67
R1549:S007, 沒想到可以在基隆市區吃到這麼好吃的Pizza燉飯的部分。, Pizza, 6.62, 6.25
R1549:S007, 沒想到可以在基隆市區吃到這麼好吃的Pizza燉飯的部分。, 燉飯, 6.62, 6.25
R1549:S008, 我推薦香草大草蝦帆立貝奶油燉飯。, 香草大草蝦帆立貝奶油燉飯, 6.00, 5.25
R1549:S009, 但上桌後的大草蝦尺寸明顯縮水。, 大草蝦尺寸, 3.75, 5.75
R1549:S012, 大草蝦奶油香氣濃郁。, 大草蝦奶油香氣, 5.88, 5.38
R1549:S013, 大草蝦整體口感是不錯。, 大草蝦, 5.70, 5.30
R1549:S014, 大草蝦份量也可以。, 大草蝦份量, 5.75, 5.12
R1549:S017, 酥皮濃湯烤布蕾表現在水準之上。, 酥皮濃湯烤布蕾表現, 6.50, 5.67
R1549:S018, 餐廳價位合理。, 餐廳價位, 5.50, 5.25
R1550:S003, 青醬海鮮燉飯味道還可以。, 青醬海鮮燉飯味道, 5.67, 4.83
R1550:S005, 海鮮質地算是中等。, 海鮮質地, 4.67, 5.00
R1550:S010, 這牛小排的性價比較差。, 牛小排的性價比, 4.33, 5.33
R1550:S011, 烤田螺水準很高。, 烤田螺水準, 6.33, 6.00
R1550:S013, 珍菇雞蓉清湯意外的好喝。, 珍菇雞蓉清湯, 6.67, 6.17
R1550:S014, 珍菇雞蓉清湯料多。, 珍菇雞蓉清湯料, 5.62, 5.25
R1550:S015, 鮮檸檬紅茶意外的順口。, 鮮檸檬紅茶, 6.17, 5.50
R1550:S017, 但是茉香綠茶喝起來有點苦味。, 茉香綠茶, 4.62, 5.12
R1550:S018, 茉香綠茶不推薦。, 茉香綠茶, 3.62, 5.50
R1551:S000, 酥皮濃湯好喝。, 酥皮濃湯, 6.50, 5.50
R1551:S001, 酥皮濃湯酥皮酥。, 酥皮濃湯酥皮, 5.88, 5.25
R1551:S003, 海鮮非常新鮮。, 海鮮, 6.67, 6.00
R1551:S004, 麵份量充足。, 麵份量, 6.00, 5.17
R1551:S005, 烤雞很嫩。, 烤雞, 6.50, 6.00
R1551:S008, 橄欖油蒜香蝦子搭配麵包超好吃。, 橄欖油蒜香蝦子, 6.75, 6.50
R1552:S000, 雞翅好吃。, 雞翅, 6.00, 5.38
R1552:S003, 醬汁特別。, 醬汁, 5.62, 5.38
R1552:S010, 披薩起司及海鮮料均多。, 披薩起司, 6.00, 5.17
R1552:S010, 披薩起司及海鮮料均多。, 海鮮料, 6.00, 5.17
R1552:S015, 披薩皮烤的焦香。, 披薩皮, 6.17, 5.00
R1552:S016, 但餅皮太薄。, 餅皮, 4.12, 4.75
R1553:S012, 食物特別推薦烤雞。, 烤雞, 7.00, 7.25
R1553:S013, 外皮微酥裡頭肉多汁。, 外皮, 6.00, 5.50
R1553:S013, 外皮微酥裡頭肉多汁。, 肉, 6.00, 5.50
R1553:S015, 義大利麵跟窯烤披薩也不錯吃。, 義大利麵, 5.83, 5.50
R1553:S015, 義大利麵跟窯烤披薩也不錯吃。, 窯烤披薩, 5.83, 5.50
R1553:S017, 酥皮濃湯酥皮很酥。, 酥皮濃湯的酥皮, 6.00, 5.33
R1554:S006, 餐點都很好吃。, 餐點, 6.75, 6.25
R1554:S007, 烤雞非常好吃。, 烤雞, 6.88, 6.62
R1554:S008, 烤雞很有肉。, 烤雞, 6.25, 6.12
R1554:S009, 豬排入口即化。, 豬排, 6.33, 6.17
R1555:S003, 整體來說披薩很好吃。, 披薩, 6.33, 6.50
R1555:S004, 披薩很有水準。, 披薩, 6.75, 6.62
R1555:S005, 豬肋排也好吃。, 豬肋排, 6.50, 6.17
R1555:S006, 但義大利麵就顯得比較差。, 義大利麵, 3.62, 4.38
R1555:S007, 蝦子小小的。, 蝦子, 4.62, 4.88
R1555:S008, 飲料水果茶滿小壺的。, 水果茶, 4.33, 5.50
R1555:S010, 奇異果汁感覺滿稀的。, 奇異果汁, 3.75, 5.38
R1555:S011, 奇異果汁有加糖我自己是不太喜歡。, 奇異果汁, 4.20, 5.30
R1555:S013, 因為沒吃飽所以又叫了烤全雞來吃烤雞不錯吃。, 烤雞, 6.00, 5.50
R1555:S014, 烤雞脆脆香香的。, 烤雞, 6.25, 5.62
R1556:S001, 披薩意外的好吃。, 披薩, 6.30, 5.80
R1556:S003, 披薩都很有水準。, 披薩, 6.50, 6.25
R1556:S005, 起司味道很香。, 起司味道, 6.33, 5.83
R1556:S006, 重點是餅皮是難得烤的香脆。, 餅皮, 6.12, 5.25
R1556:S011, 披薩份量算有誠意。, 披薩份量, 6.00, 5.50
R1556:S012, 非常推薦套餐。, 套餐, 6.75, 6.88
R1557:S001, 餐點種類很多樣化。, 餐點種類, 6.50, 5.83
R1557:S002, 披薩吃起來稍微有點乾。, 披薩, 4.75, 5.50
R1557:S003, 燉飯蠻好吃的。, 燉飯, 6.62, 6.25
R1557:S004, 可惜燉飯份量有點小。, 燉飯份量, 4.83, 5.33
R1557:S005, 薯條也不錯吃。, 薯條, 6.00, 5.50
R1557:S006, 整體來說餐點品質蠻ok的。, 餐點品質, 5.75, 5.62
R1557:S007, 餐點價格稍微偏高。, 餐點價格, 4.75, 5.12
R1558:S002, 用餐環境和服務人員都還算不錯。, 用餐環境, 6.00, 5.38
R1558:S002, 用餐環境和服務人員都還算不錯。, 服務人員, 6.00, 5.38
R1558:S006, 寬扁麵朋友覺得還不錯。, 寬扁麵, 6.00, 5.88
R1558:S011, 燉飯味道其實還可以。, 燉飯味道, 5.83, 5.17
R1558:S014, 更喜歡他的青醬。, 青醬, 6.67, 5.83
R1558:S018, 凱撒沙拉份量不多。, 凱撒沙拉份量, 4.50, 4.62
R1559:S001, 餐廳座位算舒適。, 餐廳座位, 5.75, 5.38
R1559:S002, 櫻花蝦薯條還蠻有特色的。, 櫻花蝦薯條, 6.25, 6.00
R1559:S004, 帆立貝義大利麵味道很淡。, 帆立貝義大利麵味道, 4.17, 5.00
R1560:S001, 店內用餐環境寬敞明亮。, 用餐環境, 6.67, 5.83
R1560:S004, 肋排好吃披薩味道也很到位。, 肋排, 6.25, 5.50
R1560:S004, 肋排好吃披薩味道也很到位。, 披薩味道, 6.00, 6.00
R1560:S009, 整體來說餐點很棒。, 餐點, 6.83, 6.50
R1561:S004, 餐廳服務人員上菜速度很快。, 上菜速度, 6.25, 5.62
R1561:S011, 酥皮濃湯還不錯喝。, 酥皮濃湯, 6.50, 6.00
R1561:S012, 青醬雞肉燉飯味道不錯。, 青醬雞肉燉飯味道, 6.00, 5.25
R1561:S013, 青醬雞肉燉飯裡的雞肉好吃。, 雞肉, 5.88, 5.25
R1561:S014, 黑眼豆豆冰淇淋不錯。, 黑眼豆豆冰淇淋, 6.00, 5.50
R1562:S000, 餐廳位在東岸停車場的三樓非常好找。, 餐廳, 6.38, 6.62
R1562:S004, 餐廳裝潢還不錯。, 餐廳裝潢, 6.00, 5.25
R1562:S005, 餐點很多元。, 餐點, 6.00, 5.88
R1562:S006, 餐點做得蠻可口的。, 餐點, 6.50, 5.88
R1562:S008, 牛排口感超乎想像的好吃。, 牛排口感, 6.88, 7.12
R1562:S009, 牛排口感軟韌新鮮。, 牛排口感, 6.25, 5.62
R1562:S010, 飲料也算大杯。, 飲料, 5.70, 5.30
R1562:S020, 披薩和義大利麵也很可口。, 披薩, 6.25, 5.50
R1562:S020, 披薩和義大利麵也很可口。, 義大利麵, 6.25, 5.50
R1563:S008, 義大利麵份量很大。, 義大利麵份量, 6.17, 5.83
R1563:S010, 義大利麵口味不錯。, 義大利麵口味, 6.00, 5.17
R1563:S011, 副餐沙拉也很大份。, 副餐沙拉, 6.50, 6.50
R1564:S002, 以目前的物價來說餐點CP值算是很高。, 餐點CP值, 6.80, 6.50
R1564:S003, 餐點皆有一定的水準。, 餐點, 6.50, 6.62
R1565:S001, 義大利麵口味很有層次。, 義大利麵口味, 6.50, 6.00
R1565:S003, 干貝舞鮮蝦非常好吃。, 干貝舞鮮蝦, 6.67, 6.50
R1565:S007, 餐廳氣氛悠閒。, 餐廳氣氛, 5.50, 5.17
R1566:S000, 出餐速度很快。, 出餐速度, 6.12, 6.25
R1566:S004, 餐點的口味上個人覺得不錯。, 餐點的口味, 5.62, 5.38
R1567:S000, 凱撒生菜沙拉的炸雞太油膩。, 炸雞, 3.20, 5.60
R1567:S002, 明太子起士披薩不錯。, 明太子起士披薩, 5.67, 5.50
R1567:S003, 蜂蜜起士很香濃。, 蜂蜜起士, 6.50, 6.17
R1567:S004, 鮮奶茶不會太甜很不錯。, 鮮奶茶, 5.75, 5.25
R1567:S005, 最驚艷的是義式香料手扒雞。, 義式香料手扒雞, 6.50, 6.17
R1567:S007, 台東土雞吃起來真的很Q彈多汁。, 台東土雞, 6.38, 6.12
R1567:S008, 香料入味皮也烤的很脆。, 香料, 6.50, 6.00
R1567:S008, 香料入味皮也烤的很脆。, 皮, 6.17, 5.83
R1567:S009, 好久沒有吃到這麼好吃的手扒雞了。, 手扒雞, 6.75, 6.38
R1567:S012, 店櫃台兩位先生服務態度都很好。, 服務態度, 6.00, 5.75
R1568:S001, 食材新鮮。, 食材, 5.88, 5.25
R1568:S002, 食材份量足。, 食材份量, 6.00, 5.33
R1568:S007, 紅柑獅魚好吃。, 紅柑獅魚, 6.00, 5.62
R1568:S012, 清蒸活蝦味道很好吃。, 清蒸活蝦味道, 6.62, 6.12
R1568:S013, 魚頭也夠酥。, 魚頭, 6.25, 5.88
R1569:S011, 餐廳廁所也乾淨。, 餐廳廁所, 6.17, 5.33
R1569:S014, 推薦玉米雞活蝦料理。, 玉米雞活蝦料理, 6.30, 6.50
R1570:S011, 海鮮口感鮮美。, 海鮮口感, 6.17, 5.50
R1570:S012, 海鮮口感令人回味無窮。, 海鮮口感, 6.62, 6.38
R1570:S014, 餐廳內部寬敞明亮。, 餐廳, 6.00, 5.62
R1570:S017, 餐廳的服務人員的服務親切周到。, 服務人員的服務, 6.50, 6.25
R1571:S000, 餐廳海鮮都非常新鮮。, 海鮮, 6.50, 5.75
R1571:S001, 白斬雞也選用上等的。, 白斬雞, 6.50, 5.50
R1571:S009, 餐點都很好吃。, 餐點, 6.75, 6.38
R1572:S039, 餐點不難吃。, 餐點, 5.50, 5.00
R1572:S040, 米糕不軟爛。, 米糕, 5.30, 5.20
R1572:S044, 烏參也很夠味。, 烏參, 6.00, 5.50
R1572:S045, 烏參份量很多。, 烏參份量, 6.00, 5.67
R1573:S003, 餐點在水準之上。, 餐點, 6.20, 6.00
R1574:S002, 冷盤感覺沒什麼料。, 冷盤, 4.00, 5.00
R1574:S004, 紅蟳米糕味道偏淡。, 紅蟳米糕味道, 4.67, 4.33
R1574:S007, 唯一好吃的是龍蝦沙拉吧。, 龍蝦沙拉, 5.88, 5.50
R1576:S003, 只有佛跳牆個人不太喜歡。, 佛跳牆, 4.00, 5.25
R1576:S004, 炸蝦非常好吃。, 炸蝦, 7.00, 6.88
R1576:S008, 且馬鈴薯沙拉很棒。, 馬鈴薯沙拉, 6.50, 6.50
R1576:S010, 奶酪口感滑順。, 奶酪口感, 6.17, 5.83
R1576:S011, 奶酪甜而不膩。, 奶酪, 6.38, 6.00
R1576:S012, 奶酪真的很好吃。, 奶酪, 6.88, 6.25
R1578:S000, 海鮮料理新鮮。, 海鮮料理, 6.17, 5.50
R1580:S004, 但用餐環境有一定水準。, 用餐環境, 6.25, 5.25
R1583:S010, 這次是最糟糕的菜色。, 菜色, 2.67, 5.33
R1586:S000, 餐點不好吃。, 餐點, 4.00, 4.25
R1586:S001, 餐點cp值差。, 餐點cp值, 3.17, 5.00
R1586:S002, 重點是服務人員態度非常差勁。, 服務人員態度, 2.62, 6.25
R1587:S010, 餐點口味敝人覺得不錯。, 餐點口味, 5.75, 5.25
R1587:S011, 餐點價錢上也合理。, 餐點價錢, 5.62, 5.00
R1588:S000, 炸鱈魚肝風味不錯。, 炸鱈魚肝風味, 5.50, 5.33
R1588:S001, 魷魚口感酥脆。, 魷魚口感, 6.00, 5.25
R1588:S004, 牛小排丼飯牛小排份量多。, 牛小排份量, 6.00, 5.38
R1588:S005, 有點可惜是牛肉肉質不優。, 牛肉肉質, 4.25, 5.00
R1588:S010, 烤櫛瓜調味不錯。, 烤櫛瓜調味, 6.00, 5.50
R1589:S007, 海鮮丼飯價格算是平價。, 海鮮丼飯價格, 5.67, 4.83
R1589:S012, 牛肉丼飯吃起來不是很好吃。, 牛肉丼飯, 3.67, 4.33
R1589:S013, 泡菜烏龍麵還不錯。, 泡菜烏龍麵, 5.70, 5.30
R1589:S014, 泡菜烏龍麵份量也很足夠。, 泡菜烏龍麵份量, 6.17, 6.17
R1589:S015, 店內生意不錯。, 店內生意, 6.00, 5.50
R1589:S019, 味噌湯的品質真的不佳。, 味噌湯的品質, 4.00, 5.75
R1590:S007, 炸豆腐外皮酥酥。, 炸豆腐外皮, 6.17, 5.67
R1590:S008, 炸豆腐的裡面嫩嫩的。, 炸豆腐的裡面, 5.88, 5.62
R1590:S009, 羊肉好厲害。, 羊肉, 6.33, 6.33
R1590:S010, 羊肉沒有羊騷味有機會還想在來吃一次。, 羊肉, 5.50, 5.25
R1591:S008, 烤魷魚的味道不錯。, 烤魷魚的味道, 5.62, 5.12
R1592:S002, 招牌海鮮cp值高。, 招牌海鮮cp值, 6.62, 5.88
R1592:S008, 魚肉新鮮。, 魚肉, 6.00, 5.00
R1592:S014, 烤串肉量不少。, 烤串肉量, 5.75, 5.50
R1592:S015, 天使紅蝦肉質鮮甜。, 天使紅蝦肉質, 5.88, 5.50
R1592:S017, 烤串是這趟最好吃的。, 烤串, 6.67, 6.33
R1592:S030, 很平價的日式料理店。, 日式料理店, 5.83, 5.50
R1593:S002, 雞肉串肉質很硬。, 雞肉串肉質, 3.83, 6.50
R1593:S004, 海鮮丼不太新鮮。, 海鮮丼, 3.20, 5.10
R1594:S000, 招牌丼飯比較小碗。, 招牌丼飯, 4.75, 5.00
R1594:S007, 當天醋飯有點乾。, 醋飯, 4.50, 5.00
R1595:S001, 但店員態度不佳。, 店員態度, 4.00, 5.00
R1596:S012, 魚肝沙拉口感不錯。, 魚肝沙拉口感, 5.75, 5.50
R1596:S016, 鮭魚親子丼及鲔魚丼都不錯。, 鮭魚親子丼, 6.00, 5.25
R1596:S016, 鮭魚親子丼及鲔魚丼都不錯。, 鲔魚丼, 6.00, 5.25
R1597:S004, 豬排皮有點軟掉了。, 豬排皮, 4.67, 5.50
R1597:S006, 飯上的醬汁沒有層次。, 飯上的醬汁, 3.88, 5.12
R1598:S000, 料理價格平實。, 料理價格, 5.50, 5.00
R1598:S001, 可惜的是醋飯口味不佳。, 醋飯口味, 3.90, 5.40
R1598:S002, 飯體偏冷。, 飯體, 4.25, 5.12
R1598:S003, 除海鮮部分之配菜口味詭異。, 配菜口味, 3.38, 5.38
R1598:S006, 照燒烤雞腿肉質尚可。, 照燒烤雞腿肉質, 5.12, 5.12
R1598:S007, 可惜照燒烤雞腿調味不佳。, 燒烤雞腿調味, 4.12, 5.50
R1598:S012, 魚肉本身算是新鮮。, 魚肉, 5.88, 5.50
R1599:S002, 99元生魚片真的很便宜。, 生魚片, 6.17, 5.50
R1599:S006, 醋飯真的不ok。, 醋飯, 4.25, 5.75
R1599:S010, 豬排飯還不錯。, 豬排飯, 5.75, 5.50
R1599:S012, 而他的炸豆腐超級推。, 炸豆腐, 6.75, 7.25
R1601:S001, 味噌湯味道覺得鹹，沒什麼層次感。, 味噌湯味道, 3.92, 5.42
R1601:S009, 天丼口感算不錯。, 天丼口感, 6.00, 5.50
R1601:S015, 烤現流魚丼飯蠻好吃的。, 烤現流魚丼飯, 6.00, 5.75
R1603:S002, 魚肉刺身厚薄不一。, 魚肉刺身, 4.62, 5.12
R1603:S003, 還好刺身新鮮度還可以。, 刺身新鮮度, 5.38, 5.12
R1607:S000, 鍋燒烏龍麵麵條煮爛了不好吃。, 鍋燒烏龍麵麵條, 4.12, 5.38
R1607:S002, 海鮮丼飯的蝦子感覺不夠新鮮。, 海鮮丼飯的蝦子, 3.83, 6.17
R1608:S016, 魷魚螺肉蒜是裡面相對沒那麼好吃的菜色。, 魷魚螺肉蒜, 3.50, 6.00
R1610:S006, 山海豪華拼盤很有特色。, 山海豪華拼盤, 6.50, 6.38
R1610:S008, 特別是裡面的甘蔗燻雞我很喜歡。, 甘蔗燻雞, 6.50, 6.12
R1610:S009, 鲍魚佛跳牆湯頭很鮮甜。, 鲍魚佛跳牆湯頭, 6.62, 6.12
R1610:S010, 佛跳牆用料豐富。, 佛跳牆用料, 6.50, 6.12
R1610:S011, 掛爐燒雞皮很脆口。, 掛爐燒雞皮, 6.12, 5.50
R1610:S012, 雞胸肉有點柴。, 雞胸肉, 4.25, 4.88
R1610:S015, 乾燒明蝦風味鮮甜。, 乾燒明蝦風味, 6.00, 5.33
R1610:S019, 石斑魚海味十足。, 石斑魚海味, 6.38, 6.38
R1610:S024, 海鮮水平很高。, 海鮮水平, 6.50, 6.17
R1611:S008, 甜美豐盈的肉質帶來滿足。, 肉質, 6.50, 6.25
R1611:S009, 另外甜點的鳳梨芋泥也十分好吃。, 鳳梨芋泥, 6.67, 6.33
R1612:S002, 最令人驚艷的是太平町玫瑰蝦。, 太平町玫瑰蝦, 7.00, 7.00
R1612:S006, 先品嚐脆皮的美味，其次品嚐雞肉的美味。, 脆皮, 5.50, 5.12
R1612:S006, 先品嚐脆皮的美味，其次品嚐雞肉的美味。, 雞肉, 5.50, 5.12
R1612:S012, 煎的酥脆的外皮。, 外皮, 6.00, 5.38
R1612:S016, 米糕很夠味。, 米糕, 6.50, 6.00
R1612:S018, 鹹蛋四寶湯用料實在。, 鹹蛋四寶湯用料, 6.33, 6.00
R1612:S022, 可以享受牛臉頰肉的美味。, 牛臉頰肉, 6.62, 6.38
R1612:S024, 鳳梨金棗芋泥口味精緻。, 鳳梨金棗芋泥口味, 6.00, 5.17
R1613:S004, 食材高檔。, 食材, 6.00, 5.38
R1614:S003, 味道也有多種層次。, 味道, 6.38, 6.12
R1615:S002, 不僅菜色很精緻，口味也很清淡爽口。, 菜色, 6.12, 5.88
R1615:S002, 不僅菜色很精緻，口味也很清淡爽口。, 口味, 6.25, 6.12
R1615:S010, 菜色當中最受我喜歡的是香菇雞湯。, 香菇雞湯, 6.00, 4.75
R1617:S030, 感覺餐廳服務有點不到位。, 餐廳服務, 4.17, 5.50
